250;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00
500;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00
27734;-20.560961;0.000000;0.057439;0.005472;1.170732;-20.037834;135.905350;127.562019;135.657791;108.307617;136.240646;169.099045;135.735092;148.108658;134.211685;119.760628;117.556709;165.451111;140.022583;117.934814;131.142380;117.934814;141.383224;158.603851;130.940781;158.603851;175.000000;125.820610;175.000000;151.750412;177.681244;123.233727;172.811325;137.204742;130.376572;126.870789;121.884888;106.974594;124.702431;168.417618;120.996635;146.777390;163.811066;138.790527
27953;-20.560961;0.000000;0.057439;0.005472;1.170732;-20.037834;135.905350;127.562019;135.657791;108.307617;136.240646;169.099045;135.735092;148.108658;134.211685;119.760628;117.556709;165.451111;140.022583;117.934814;131.142380;117.934814;141.383224;158.603851;130.940781;158.603851;175.000000;125.820610;175.000000;151.750412;177.681244;123.233727;172.811325;137.204742;130.376572;126.870789;121.884888;106.974594;124.702431;168.417618;120.996635;146.777390;163.811066;138.790527
28281;0.000000;0.000000;0.000000;0.000000;1.000000;-1.469546;134.000000;117.000000;134.000000;97.000000;133.000000;156.000000;133.000000;136.000000;134.000000;107.000000;133.000000;146.000000;138.000000;107.000000;130.000000;107.000000;138.000000;146.000000;128.000000;146.000000;179.000000;108.000000;179.000000;139.000000;182.000000;123.000000;176.000000;123.000000;121.000000;117.000000;119.000000;97.000000;119.000000;156.000000;119.000000;136.000000;164.000000;126.000000
28328;-3.889359;0.000000;0.000374;-0.020455;0.974359;-2.957737;134.012512;116.827599;134.010788;96.904526;133.008743;155.766907;132.995056;135.799377;134.992966;107.860481;132.985413;146.734970;138.008743;106.866058;130.008743;106.866058;138.008743;145.783142;128.008743;145.783142;178.000000;107.957085;178.000000;138.761200;181.989365;122.753906;176.001297;122.765739;120.994308;116.852333;118.971664;96.869415;118.981789;155.727432;118.983292;135.861771;163.977463;125.805290
28359;-3.888235;0.000000;0.000367;-0.020441;0.974359;-4.426497;134.013016;116.827171;134.011505;96.904991;133.009293;155.766373;132.995544;135.799011;135.993484;107.859947;132.985703;146.734436;138.009094;106.866081;130.008270;106.866081;138.008972;145.782684;128.008270;145.782684;178.000000;107.959801;178.000000;138.761383;181.988724;122.779808;175.998413;122.789200;120.995003;116.851685;118.973457;96.870255;118.982254;155.726242;118.983894;135.861267;163.977264;125.814957
28390;-3.850919;0.000000;0.001464;-0.020472;0.974359;-3.058681;133.984238;116.835785;134.038055;96.897308;132.975937;155.776520;133.022095;135.804855;135.020035;107.852203;132.942886;146.744583;138.035645;106.866547;129.990402;106.866547;137.984833;145.790680;127.965027;145.790680;179.000000;107.953972;179.000000;138.655487;182.011810;122.728783;176.002670;122.718613;120.940437;116.880188;118.933823;96.882545;118.951675;155.775970;118.927841;135.888474;163.993195;125.743668
28421;-1.575876;0.000000;0.003141;-0.001241;0.948718;-4.683647;133.923264;117.322227;133.999878;97.279556;132.924042;155.997131;133.083023;136.301208;135.973495;108.239784;132.877502;146.048401;138.001663;107.300888;129.914307;107.300888;137.933472;146.149170;127.891556;146.149170;178.000000;108.049438;178.000000;138.983231;181.911514;122.867531;175.914047;122.942223;120.831734;117.447502;118.788101;97.376961;118.898842;156.016602;118.841431;136.460541;163.883728;126.086609
28453;-5.274599;0.000000;0.007951;-0.059352;0.948718;-4.768102;133.801651;118.100906;133.851807;97.935326;132.725922;156.682678;132.941833;137.079819;135.844894;109.893059;132.689926;147.736374;137.884628;108.018112;129.750732;108.018112;137.750427;146.881256;127.702263;146.881256;178.000000;108.436630;178.000000;139.548889;181.818085;123.339714;175.842194;123.451073;120.686386;118.288162;118.599243;98.184982;118.674675;156.803238;118.668007;137.264496;163.793900;126.677246
28484;-6.903198;0.000000;-0.003366;-0.095465;0.923077;-3.512468;133.694885;119.225670;133.735062;98.888550;132.558304;157.435623;132.764023;138.208435;134.757828;111.860199;132.504700;148.586090;137.810974;109.057114;129.623825;109.057114;137.589890;147.822021;127.514252;147.822021;178.000000;108.958504;178.000000;140.390564;181.714249;123.969345;175.731400;124.233040;120.472000;119.430473;118.329712;99.246552;118.491463;157.602936;118.435043;138.402725;163.633560;127.764107
28531;-6.374369;0.000000;-0.001825;-0.120873;0.923077;-3.544346;133.608307;120.456520;133.677048;99.944786;132.618988;158.303040;132.674530;139.420914;134.702774;112.935577;132.439606;149.492508;137.776352;110.200653;129.545288;110.200653;137.556107;148.861969;127.427971;148.861969;178.000000;109.627708;178.000000;141.265060;181.664764;124.663429;175.713272;125.061600;120.386681;120.756256;118.230843;100.513466;118.497719;158.562424;118.380844;139.719284;163.611633;128.687225
28578;-6.374619;0.000000;-0.001807;-0.120852;0.923077;-3.554367;133.606537;120.455688;133.679550;99.943954;132.615387;158.304123;132.670837;139.420074;134.705276;112.934746;132.435699;149.491669;137.778854;110.199821;129.543671;110.199821;137.552078;148.862106;127.424583;148.862106;178.000000;109.627548;178.000000;141.283554;181.677490;124.672745;175.723679;125.068649;120.388084;120.756927;118.220360;100.498535;118.495483;158.565918;118.381096;139.719971;163.617828;128.690598
28609;-4.256912;0.000000;-0.001084;-0.140196;0.948718;-3.459034;133.578323;121.804253;133.651337;101.181816;132.587173;159.459641;132.716507;140.777832;134.677063;113.184151;132.407486;150.751160;137.750641;111.493034;129.511642;111.493034;137.523865;150.118744;127.459320;150.118744;178.000000;110.400673;178.000000;142.442322;181.707672;125.574989;175.776398;126.104034;120.398857;122.125244;118.186340;101.819550;118.546700;159.741180;118.415092;141.098236;163.713882;129.879395
28656;-3.898640;0.000000;0.008641;-0.173130;0.948718;-3.246943;133.692673;123.205460;133.481171;102.491714;132.826126;160.685272;132.912460;142.225937;134.787552;114.517570;132.662994;151.986557;137.860733;112.848587;129.599091;112.848587;137.789001;151.455597;127.705429;151.455597;178.000000;111.278900;178.000000;143.591324;181.906830;126.489525;176.000824;127.217621;120.509758;123.625198;118.205429;103.263702;118.812080;161.049393;118.646492;142.675018;163.934387;131.180984
28703;-5.476244;0.000000;-0.000342;-0.140880;0.923077;-3.346861;133.622360;124.796356;133.441879;103.923042;132.755814;161.904816;133.020233;143.756714;134.717239;116.942993;132.592682;153.290939;137.790421;114.359695;129.543732;114.359695;137.718689;152.830765;127.635109;152.830765;178.000000;112.075539;178.000000;144.819168;181.901093;127.547363;176.022293;128.374725;120.512451;125.276131;118.129944;104.921837;118.995239;162.337036;118.764404;144.288696;163.935440;132.516907
28734;-3.139198;0.000000;0.003368;-0.166193;0.948718;-3.305455;133.717560;126.412018;133.518890;105.403046;132.800034;163.370178;133.113632;145.393021;134.818909;117.447990;132.663330;154.789658;137.900879;115.907532;129.637009;115.907532;137.824127;154.381592;127.700249;154.381592;179.000000;112.976089;179.000000;146.070770;182.085938;128.548691;176.230194;129.553711;120.621101;127.016106;118.176674;106.546913;119.061172;163.979309;118.875084;146.067276;164.124146;133.850647
28781;-4.548863;0.000000;-0.006037;-0.200850;0.923077;-1.694747;133.786224;128.164581;133.428787;106.848351;132.931427;164.719360;133.238510;147.159637;134.876663;119.967728;133.802948;156.275574;137.978027;117.506470;129.546906;117.506470;137.734024;155.939499;127.829559;155.939499;179.000000;113.950447;179.000000;147.543762;182.036240;129.702194;176.215775;130.953369;120.668457;128.777451;118.136726;108.215614;119.199135;165.346817;119.007271;147.832565;164.128876;135.452423
28812;-4.647989;0.000000;-0.008588;-0.221431;0.923077;-1.692845;133.785858;128.164429;133.429489;106.848206;132.932190;164.719208;133.239258;147.159485;134.876160;119.967583;133.803650;156.275421;137.977295;117.506317;129.547607;117.506317;137.734634;155.939346;127.830261;155.939346;179.000000;113.950226;179.000000;147.563141;182.036392;129.702469;176.216141;130.953445;120.667702;128.778168;118.126251;108.210762;119.199791;165.346176;119.009033;147.833923;164.129059;135.452377
28843;-3.702902;0.000000;-0.010533;0.000000;1.000000;-3.030037;133.777740;129.708603;133.421371;108.170479;132.924072;165.900742;133.231140;148.669983;135.868042;119.353592;133.795532;158.526581;137.969177;118.939545;129.539490;118.939545;137.726517;157.285370;127.822144;157.285370;179.000000;114.827019;179.000000;148.627563;182.021927;130.689972;176.222412;132.024155;120.696663;130.364227;118.083412;109.757385;119.204796;166.586227;118.999008;149.396912;164.130142;136.555756
28890;-3.894142;0.000000;-0.013832;-0.173131;0.974359;-1.608510;133.893295;130.829407;133.536926;109.297844;133.039627;167.052841;133.346695;149.815414;134.983597;121.443222;133.911087;159.655792;138.084732;120.063629;129.655045;120.063629;137.842072;158.434128;127.937698;158.434128;179.000000;115.600632;179.000000;149.738373;181.967133;131.575500;176.206665;133.073166;120.438812;131.579559;117.846596;110.964546;119.211182;167.889450;118.923164;150.672318;164.079941;137.703125
28937;-3.999135;0.000000;-0.007813;-0.167950;0.974359;-2.757028;133.768265;132.149231;133.633911;110.460739;133.136612;168.059708;133.294647;151.119400;134.840652;122.655167;133.008072;160.729370;137.948517;121.304985;129.752029;121.304985;137.939056;159.589554;128.034683;159.589554;178.000000;116.416374;178.000000;150.629974;181.823990;132.453491;176.053497;134.027924;120.302979;132.879028;117.607559;112.194511;119.150169;168.960983;118.868843;151.971848;163.904709;138.749008
28968;-3.819314;0.000000;-0.014923;-0.164516;0.974359;-1.423040;133.716461;133.242554;133.681000;111.457291;133.084717;168.957428;133.341736;152.175842;134.887741;123.647247;133.943710;161.668457;137.995605;122.349922;129.704178;122.349922;137.900146;160.566635;127.957237;160.566635;178.000000;117.097687;178.000000;151.419434;181.841919;133.190704;176.040466;134.848587;120.196259;134.069870;117.505821;113.379868;119.092491;169.853867;118.757202;153.152161;163.887497;139.636230
29000;-2.781271;0.000000;-0.010213;0.000000;1.000000;-1.983260;133.391907;134.146118;133.907471;112.281479;133.311188;169.851746;133.568222;153.105728;134.521027;123.483780;133.170181;162.513382;137.642212;123.213799;129.930649;123.213799;138.126617;161.478729;128.183716;161.478729;178.000000;117.642349;178.000000;152.230469;181.663132;133.831879;175.925156;135.595459;119.836266;134.998642;117.002411;114.253204;119.013680;170.838425;118.594345;154.149597;163.749420;140.584869
29046;-3.171168;0.000000;-0.009709;-0.115890;0.974359;-2.035456;133.395020;134.149429;133.910583;112.284790;133.314301;169.854080;133.571335;153.109039;134.524139;124.488754;133.173294;162.516693;137.645325;123.217110;129.933762;123.217110;138.129730;161.481567;128.186829;161.481567;178.000000;117.643349;178.000000;152.232925;181.695480;133.849594;175.949402;135.616867;119.847939;135.004990;117.005890;114.256920;119.018532;170.846466;118.599068;154.151733;163.767639;140.592590
29078;-1.631470;0.000000;-0.008785;-0.094593;0.974359;-1.942530;133.271667;135.016495;133.795761;113.021637;133.389450;170.536575;133.506348;153.982285;134.418304;124.258240;133.130051;162.260574;137.544586;124.019066;129.829956;124.019066;138.204880;162.259430;128.140335;162.259430;178.000000;118.075790;178.000000;152.722992;181.465591;134.238327;175.769440;136.118240;119.753654;135.877258;116.940826;115.111542;118.983971;171.656693;118.558289;155.040482;163.616150;141.192245
29125;-1.536834;0.000000;-0.007135;0.000000;1.000000;-1.660462;133.011230;135.487656;133.533997;113.429558;133.285706;171.131927;133.357605;154.457611;134.155884;124.684570;133.021332;163.842239;137.280548;124.458603;129.558167;124.458603;138.091476;162.794769;128.037430;162.794769;178.000000;118.472961;178.000000;153.227173;181.438202;134.781998;175.760452;136.716812;119.514214;136.397202;116.668091;115.643150;118.889893;172.213669;118.426750;155.599365;163.533875;141.802597
29171;-0.629712;0.000000;-0.006208;-0.063207;0.974359;-1.709032;132.993317;136.013794;133.557251;113.930473;133.252625;171.499069;133.319626;155.003922;134.179138;125.187340;133.044586;163.231537;137.303802;124.972137;129.581421;124.972137;138.065353;163.251495;128.060699;163.251495;178.000000;118.861580;178.000000;153.600098;181.370377;135.198883;175.680359;137.058380;119.482224;136.959351;116.648148;116.164764;118.838623;172.661545;118.380692;156.172684;163.463562;142.161377
29203;-0.840094;0.000000;-0.005956;-0.051192;0.948718;-0.208200;132.847824;136.367844;133.646362;114.296623;133.341736;171.884003;133.408737;155.321655;133.268250;126.547577;133.133698;163.594345;137.392914;125.332230;129.670532;125.332230;138.154465;163.602829;128.149796;163.602829;178.000000;118.977875;178.000000;153.961899;181.273880;135.350418;175.599777;137.346390;119.328476;137.322891;116.475357;116.599213;118.829971;173.073349;118.357460;156.536224;163.357742;142.597244
29234;-1.633441;0.000000;0.003310;-0.054579;0.974359;-1.355520;132.747452;136.621689;133.733612;114.540024;133.428970;172.162659;133.495972;155.584061;133.121536;126.790878;132.220947;164.869781;137.480164;125.580856;129.528412;125.580856;138.241699;163.873352;128.237045;163.873352;178.000000;119.199387;178.000000;154.078568;181.105209;135.614197;175.441650;137.543579;119.244530;137.545227;116.372330;116.822502;118.806305;173.348007;118.307320;156.773941;163.194717;142.668457
29281;-2.022019;0.000000;0.006714;-0.050558;0.974359;-1.355395;132.748077;136.622452;133.734238;114.540787;133.429291;172.163422;133.496613;155.583328;133.122162;126.792114;132.221695;164.869385;137.480789;125.581619;129.529037;125.581619;138.242325;163.873367;128.237671;163.873367;178.000000;119.213646;178.000000;154.076035;181.107361;135.630951;175.441254;137.544235;119.246803;137.547989;116.372337;116.822792;118.807556;173.349136;118.309631;156.776031;163.186478;142.660568
29312;-0.601158;0.000000;0.009807;-0.042384;0.974359;-1.175390;132.678970;136.887680;133.781357;114.822937;133.403168;172.357559;133.543732;155.850296;133.048950;126.059761;132.268814;164.102737;137.404358;125.855309;129.576157;125.855309;138.289444;164.103928;128.207687;164.103928;178.000000;119.426926;178.000000;154.232147;181.067841;135.889282;175.336441;137.731674;119.161377;137.857803;116.243439;117.058685;118.780159;173.603195;118.265778;157.119186;163.093704;142.718491
29359;-0.047018;0.000000;0.006762;-0.042202;0.974359;-2.594638;132.445358;137.030258;133.523209;114.966904;133.255814;172.439270;133.317734;155.962555;133.806320;126.210724;132.086731;164.176651;137.157227;125.998581;129.321182;125.998581;138.095810;164.200912;128.026886;164.200912;178.000000;119.589546;178.000000;154.490295;180.878662;135.983246;175.227295;137.919449;118.946159;137.992615;116.039177;117.271187;118.581238;173.635818;118.038071;157.226624;163.005035;143.009384
29390;0.049687;0.000000;0.006437;-0.044757;0.974359;-1.106827;132.210037;137.356720;133.342773;115.269394;133.043869;172.847565;133.087494;156.337097;133.614594;126.544998;132.879837;164.594818;136.972702;126.313057;129.118011;126.313057;137.891663;164.592331;127.821564;164.592331;177.000000;119.752502;177.000000;154.671951;180.674316;136.183731;175.087143;138.152832;118.669479;138.290497;115.830788;117.585793;118.391579;174.061096;117.826164;157.589142;162.858109;143.164581
29421;-0.392170;0.000000;0.006714;-0.042606;0.923077;-1.079064;132.185471;137.687622;133.383286;115.533463;133.084381;173.066589;133.053772;156.614975;133.549484;127.823738;132.854492;164.740555;136.914322;126.610542;129.069519;126.610542;137.862991;164.840775;127.862076;164.840775;177.000000;119.818253;177.000000;154.809387;180.516296;136.288681;174.881897;138.308456;118.737297;138.634079;115.821457;117.896431;118.357979;174.115982;117.846069;157.865799;162.636642;143.493011
29453;0.383525;0.000000;0.010071;-0.048819;0.948718;-0.997949;131.928131;137.829620;133.138397;115.653206;132.866547;173.259735;132.814026;156.746063;133.284225;126.924606;132.622940;164.906754;136.666336;126.741409;128.807526;126.741409;137.661118;165.002899;127.624420;165.002899;177.000000;119.978905;177.000000;154.934967;180.389740;136.368546;174.770737;138.421555;118.400650;138.830170;115.436203;118.084106;118.102783;174.273651;117.550850;158.052887;162.539963;143.550659
29484;0.780673;0.000000;0.010983;-0.051813;0.948718;-0.994589;131.927017;137.835968;133.137283;115.659546;132.867325;173.266083;132.814896;156.752411;133.283112;126.930946;132.624054;164.913101;136.665222;126.747757;128.809189;126.747757;137.662003;165.009247;127.623306;165.009247;177.000000;119.979996;177.000000;154.932861;180.390396;136.369766;174.771255;138.420868;118.391106;138.841843;115.440689;118.094437;118.100388;174.281631;117.539749;158.075378;162.538681;143.549393
29515;0.957640;0.000000;0.012004;-0.056007;0.974359;0.570372;131.692719;138.051682;132.886185;115.778725;132.692688;173.539352;132.591476;156.987854;132.041153;127.087280;132.419907;165.152390;136.403122;126.915207;128.560760;126.915207;137.443008;165.263611;127.418053;165.263611;177.000000;120.137726;177.000000;155.083420;180.221970;136.479019;174.571365;138.586365;118.111099;139.062103;115.149467;118.296303;117.906494;174.558517;117.284218;158.330246;162.260513;143.867920
29562;1.077494;0.000000;0.015222;-0.059876;0.974359;-0.798781;131.802170;138.180634;132.738693;116.011627;132.636276;173.678864;132.700928;157.128067;132.889954;127.277756;132.360352;165.282379;136.246658;127.096130;128.401047;127.096130;137.552460;165.403473;127.351845;165.403473;177.000000;120.220154;177.000000;155.272263;180.062668;136.705734;174.441254;138.799301;117.973183;139.155655;115.055077;118.426918;117.867943;174.822540;117.246811;158.439285;162.184525;144.022827
29593;1.206444;0.000000;0.022023;-0.065054;0.974359;-2.422161;131.931213;138.477478;132.652710;116.311462;132.470444;173.976700;132.514709;157.363968;132.800140;127.572037;131.194275;165.555145;136.156036;127.394470;128.296860;127.394470;137.385086;165.670334;127.181595;165.670334;177.000000;120.497078;177.000000;155.419708;179.973099;136.884674;174.327530;138.981415;117.891045;139.504593;114.938049;118.756241;117.663704;175.058762;117.041321;158.720215;162.046051;144.206741
29625;1.328574;0.000000;0.026500;-0.070012;0.974359;-2.291030;131.708511;138.740234;132.422821;116.525185;132.344269;174.293961;132.326218;157.654785;132.572189;127.790863;131.051529;165.819702;135.942902;127.632706;128.071869;127.632706;137.248306;165.974365;127.041260;165.974365;177.000000;120.664322;177.000000;155.559174;179.873199;137.079742;174.211823;139.196152;117.654091;139.788071;114.690887;119.037003;117.503677;175.425049;116.850288;159.033508;161.981918;144.502090
29656;1.416803;0.000000;0.029666;-0.075896;0.974359;-2.004773;131.613754;139.081253;132.494293;116.865837;132.297256;174.667923;132.290466;157.993805;132.454514;128.118439;131.123001;166.176544;135.840988;127.973541;127.971680;127.973541;137.319778;166.330872;127.003250;166.330872;177.000000;120.975922;177.000000;155.981232;179.825638;137.391037;174.180527;139.484085;117.541908;140.142166;114.560989;119.407661;117.505859;175.810959;116.833252;159.426331;161.868256;144.664749
29687;1.476709;0.000000;0.032481;-0.079649;0.974359;-2.014566;131.609894;139.097107;132.490433;116.881691;132.293396;174.683777;132.293396;157.985428;132.457169;128.134293;131.119141;166.192398;135.843307;127.989395;127.967827;127.989395;137.322861;166.334595;126.999397;166.334595;177.000000;120.968834;177.000000;155.950653;179.824646;137.391876;174.179626;139.483673;117.542213;140.144623;114.555901;119.412804;117.506454;175.814224;116.835274;159.425323;161.867279;144.664612
29718;1.497386;0.000000;0.035305;-0.086072;0.948718;-1.662681;131.475876;139.494736;132.358551;117.264793;132.384018;174.919769;132.222275;158.372314;132.311523;128.531296;131.209763;166.506622;135.697311;128.379761;127.818542;128.379761;137.413483;166.646042;127.090012;166.646042;176.000000;121.204842;176.000000;156.224854;179.768875;137.632721;174.002380;139.757523;117.424294;140.549271;114.347809;119.813400;117.474487;176.098831;116.775116;159.841049;161.656982;145.080597
29765;1.519449;0.000000;0.037883;-0.091596;0.974359;-1.660428;131.449463;139.675430;132.342621;117.441666;132.368088;175.152771;132.206345;158.568893;132.295593;128.704239;131.193832;166.731125;135.675598;128.558548;127.794296;128.558548;137.397552;166.860840;127.074089;166.860840;176.000000;121.373787;176.000000;156.379349;179.757706;137.828781;173.995468;139.928268;117.406296;140.748413;114.342911;119.999298;117.522072;176.329407;116.797668;160.052689;161.684738;145.116928
29812;0.733473;0.000000;0.040533;0.000000;1.000000;-1.645314;131.395157;139.899323;132.301941;117.712830;132.310272;175.380783;132.135239;158.806381;132.240173;128.950150;131.120087;167.964691;135.612411;128.806076;127.748161;128.806076;137.326538;167.093582;127.001160;167.093582;176.000000;121.625587;176.000000;156.614731;179.742111;138.053085;173.974213;140.148666;117.343735;140.983826;114.310120;120.259514;117.494926;176.577347;116.748955;160.290344;161.651566;145.417297
29875;1.157089;0.000000;0.041981;-0.067196;0.974359;-1.735620;131.442902;140.346619;132.348602;118.110100;132.334732;175.808594;132.172836;159.247116;132.302017;129.367844;131.150742;167.381073;135.672623;129.228363;127.805077;129.228363;137.348343;167.527863;127.041756;167.527863;176.000000;121.991463;176.000000;156.984650;179.684113;138.392319;173.914764;140.509933;117.395554;141.403046;114.363960;120.696350;117.516357;176.982864;116.795197;160.730988;161.541580;145.683777
29937;1.375821;0.000000;0.042849;-0.061924;0.974359;-1.734411;131.370743;140.730774;132.397018;118.427368;132.383148;176.156754;132.221252;159.614960;132.350433;129.704803;131.199158;167.744553;135.591873;129.579071;127.853485;129.579071;137.396759;167.885864;127.090164;167.885864;176.000000;122.163635;176.000000;157.183487;179.714981;138.669235;173.970581;140.790131;117.351547;141.802933;114.261978;121.024200;117.523956;177.281509;116.776848;161.111343;161.672623;146.025574
29968;1.388162;0.000000;0.043719;-0.054927;0.974359;-1.731825;131.368149;140.718948;132.394424;118.415543;132.380554;176.144928;132.223846;159.603134;132.346115;129.692978;131.196564;167.732727;135.589279;129.567245;127.851685;129.567245;137.394165;167.874023;127.087570;167.874023;176.000000;122.155540;176.000000;157.180481;179.714905;138.669159;173.970276;140.790024;117.370094;141.793686;114.279884;121.050858;117.543678;177.271225;116.798767;161.096817;161.672531;146.025192
30000;1.413451;0.000000;0.044032;-0.056294;0.974359;-1.730288;131.394913;141.093872;132.421173;118.859306;132.407303;176.625458;132.250610;159.976273;132.372879;130.098068;131.223312;168.171616;135.616043;129.976593;127.878448;129.976593;137.420914;168.300873;127.114334;168.300873;176.000000;122.572212;176.000000;157.558807;179.677917;138.993256;173.931671;141.133148;117.317551;142.224945;114.266708;121.531143;117.554001;177.804993;116.783424;161.559509;161.620316;146.410370
30031;1.525738;0.000000;0.043805;-0.055810;0.974359;-1.693861;131.429764;141.498474;132.456024;119.136261;132.442154;176.915253;132.306793;160.378693;132.407730;130.420731;131.281219;168.533737;135.650894;130.317368;127.913300;130.317368;137.455765;168.646973;127.169540;168.646973;176.000000;122.739807;176.000000;157.713226;179.704315;139.221863;173.940948;141.362366;117.218987;142.597885;114.041283;121.836807;117.586449;178.053940;116.813461;161.953674;161.642181;146.580414
30078;0.851263;0.000000;0.043328;0.000000;1.000000;-1.644303;131.464233;141.606201;132.490509;119.248734;132.485016;177.082779;132.341263;160.524399;132.442200;130.482407;131.317978;169.665131;135.685364;130.427460;127.947769;130.427460;137.480789;168.803589;127.198814;168.803589;176.000000;122.786018;176.000000;157.813354;179.712708;139.239258;173.967407;141.412643;117.147575;142.758621;113.967957;121.965683;117.623154;178.303833;116.777397;162.140533;161.608810;146.789337
30125;0.503339;0.000000;0.044088;0.000000;1.000000;-1.644303;131.661758;141.669006;132.368332;119.311539;132.362839;177.145584;132.219086;160.587204;132.320023;130.545212;131.195801;169.727936;135.563187;130.490265;127.825600;130.490265;137.358612;168.866394;127.076637;168.866394;176.000000;122.795364;176.000000;157.878799;179.681183;139.297958;173.935104;141.496155;117.300087;142.786194;114.199104;122.056931;117.636002;178.293289;116.825447;162.147736;161.629135;146.862167
30156;1.206310;0.000000;0.033232;-0.030413;0.974359;0.579873;131.788879;141.574234;132.171829;119.150841;132.664444;176.978302;132.022598;160.465103;132.123535;130.393845;132.509674;168.565674;135.366699;130.362534;127.629105;130.362534;137.162125;168.721710;127.384605;168.721710;176.000000;122.754051;176.000000;157.817566;179.796860;139.196060;174.088654;141.365967;117.489693;142.680557;114.275772;121.923523;117.944847;178.206863;117.150970;162.048691;161.809784;146.693787
30203;1.447240;0.000000;0.029750;-0.023811;0.974359;0.579872;131.788818;141.574051;132.171783;119.151176;132.664368;176.978638;132.022537;160.465439;132.123474;130.394119;132.509613;168.566010;135.366638;130.362610;127.629044;130.362610;137.162064;168.722046;127.384552;168.722046;176.000000;122.754097;176.000000;157.820145;179.796783;139.195953;174.088593;141.365921;117.490089;142.681000;114.279892;121.929474;117.944565;178.207001;117.151169;162.048691;161.810074;146.693375
30234;1.412184;0.000000;0.026174;-0.019182;0.974359;0.594845;131.828171;141.199799;132.196152;118.865799;132.702881;176.667862;132.083557;160.112717;132.160477;130.098343;132.556427;168.254440;135.399109;130.032806;127.683907;130.032806;137.195007;168.390289;127.429817;168.390289;177.000000;122.694298;177.000000;157.568985;179.890823;139.056931;174.199875;141.188110;117.560150;142.267822;114.391899;121.567810;117.972076;177.851837;117.211609;161.652039;161.944229;146.415909
30281;1.412184;0.000000;0.023077;-0.010501;0.974359;0.589693;131.844315;140.595673;132.210190;118.361046;132.716217;176.300278;132.061279;159.553207;132.176468;129.594772;132.569763;167.826874;135.413788;129.478363;127.697250;129.478363;137.208344;167.926743;127.443161;167.926743;177.000000;122.329575;177.000000;157.181549;179.962418;138.699432;174.254639;140.771820;117.548828;141.583847;114.421333;120.892113;117.926994;177.347733;117.179420;160.971512;161.996658;146.005371
30531;1.412184;0.000000;0.023077;-0.010501;0.974359;0.589693;131.844315;140.595673;132.210190;118.361046;132.716217;176.300278;132.061279;159.553207;132.176468;129.594772;132.569763;167.826874;135.413788;129.478363;127.697250;129.478363;137.208344;167.926743;127.443161;167.926743;177.000000;122.329575;177.000000;157.181549;179.962418;138.699432;174.254639;140.771820;117.548828;141.583847;114.421333;120.892113;117.926994;177.347733;117.179420;160.971512;161.996658;146.005371
30859;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;136.000000;135.000000;136.000000;115.000000;136.000000;173.000000;136.000000;153.000000;136.000000;125.000000;136.000000;163.000000;140.000000;125.000000;132.000000;125.000000;141.000000;163.000000;131.000000;163.000000;175.000000;130.000000;175.000000;158.000000;180.000000;144.000000;171.000000;144.000000;121.000000;135.000000;125.000000;115.000000;122.000000;173.000000;127.000000;153.000000;162.000000;144.000000
30890;-1.994977;0.000000;0.065849;-0.000040;1.026316;-1.469089;135.997894;135.001312;135.997894;115.001305;135.997894;173.001312;135.997894;153.001312;133.997574;125.001534;132.997894;164.000854;139.997894;125.001305;131.997894;125.001305;141.001984;163.001312;130.997894;163.001312;175.000000;130.000641;175.000000;158.000870;179.972549;144.004623;170.980225;144.006561;121.012070;135.015717;125.000893;115.000450;122.008698;172.998260;127.011902;153.009094;161.982666;144.011215
