250;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00
500;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00
17718;-11.629841;0.000000;0.033613;-0.468115;1.185185;-8.063749;128.939499;152.950256;131.310684;132.352600;133.798004;180.901230;135.197784;160.322754;131.415726;142.087555;126.819374;174.547012;132.442047;142.651428;127.717896;142.651428;137.972351;170.612000;129.024628;170.612000;157.000000;140.495697;157.000000;169.617676;159.098114;153.865402;156.106445;154.177353;114.148438;148.373093;120.718025;130.678879;125.318451;181.389297;121.175171;156.045868;146.103729;156.469421
17750;-14.104442;0.000000;0.030582;-0.415158;1.407407;-6.818643;128.987564;152.946609;131.262833;132.348953;133.846069;180.897583;135.245850;160.319107;131.463791;141.083908;126.867439;179.543365;132.414246;142.647781;127.765961;142.647781;138.020416;170.608337;129.072693;170.608337;157.000000;140.463074;157.000000;169.703949;159.097260;153.850540;156.043716;154.154160;114.177330;148.482330;120.656387;130.727676;125.326302;181.310104;121.171600;156.133560;145.962311;156.503098
17781;-15.137797;0.000000;0.027516;-0.394484;1.407407;-6.818934;129.010895;152.941681;131.286179;132.341522;133.869400;180.889755;135.269180;160.324432;131.487122;141.077744;126.890778;179.535538;132.386032;142.641602;127.789299;142.641602;138.043747;170.607101;129.096024;170.607101;157.000000;140.428375;157.000000;169.706116;159.098206;153.816116;155.983200;154.118271;114.177986;148.481308;120.655998;130.725876;125.323715;181.272903;121.170372;156.133087;145.843964;156.507111
17812;-15.403667;0.000000;0.025268;-0.375837;1.407407;-6.735688;128.989136;152.942505;131.253983;132.342346;133.843536;180.890594;135.294052;160.325256;131.455353;141.078568;126.915634;179.536377;132.353836;142.642426;127.758110;142.642426;138.068619;170.607925;129.120895;170.607925;157.000000;140.415222;157.000000;169.735962;159.116882;153.792587;155.968704;154.101227;114.185127;148.535736;120.629463;130.750504;125.408424;181.256546;121.147301;156.167801;145.779449;156.527878
17859;-16.695221;0.000000;0.035083;-0.372407;1.370370;-5.427015;129.033920;152.991531;131.280090;132.376114;133.876663;180.932510;135.343246;160.367172;130.502579;142.120148;126.947624;179.558411;132.409332;142.683823;127.801163;142.683823;138.129974;170.649841;129.154724;170.649841;157.000000;140.442902;157.000000;169.810608;159.141785;153.838791;155.972916;154.154877;114.228012;148.555756;120.642914;130.766479;125.435982;181.237259;121.180611;156.176361;145.797562;156.606735
17890;-17.702915;0.000000;0.037164;-0.362407;1.370370;-5.427015;129.029358;152.995422;131.275528;132.378662;133.872101;180.935059;135.335693;160.369720;130.498016;142.122696;126.943054;179.560959;132.404770;142.687042;127.796600;142.687042;138.125412;170.652390;129.151291;170.652390;157.000000;140.401535;157.000000;169.802124;159.165741;153.779877;155.988617;154.108887;114.244682;148.574402;120.659218;130.781784;125.436348;181.237000;121.182877;156.187836;145.787933;156.599152
17921;-18.165398;0.000000;0.039708;-0.354797;1.370370;-5.405169;129.016235;153.014969;131.284317;132.405945;133.880890;180.969238;135.329239;160.397018;130.492264;142.141037;126.951851;179.577774;132.413559;142.710464;127.791573;142.710464;138.120102;170.683121;129.160080;170.683121;157.000000;140.416428;157.000000;169.873322;159.225739;153.802994;156.027084;154.132919;114.232971;148.588989;120.660706;130.781143;125.418419;181.264038;121.167961;156.202835;145.790558;156.655350
17968;-21.767927;0.000000;0.042562;-0.335728;1.592593;-7.273492;129.023529;153.013474;131.291458;132.404449;133.888031;180.967743;135.336380;160.395508;130.499405;141.139542;124.958298;184.576279;132.402710;142.708954;127.798714;142.708954;138.127243;170.681625;129.167221;170.681625;157.000000;140.443054;157.000000;169.974579;159.252991;153.882996;156.040558;154.195389;114.288551;148.706879;120.664474;130.879776;125.441673;181.226868;121.190269;156.291077;145.782440;156.715622
18015;-21.767927;0.000000;0.044740;-0.326609;1.555556;-7.636913;128.961227;153.032349;131.352859;132.423340;133.949432;180.957321;135.247513;160.417053;130.560806;141.166855;124.874756;183.595154;132.464111;142.727844;127.766869;142.727844;138.188644;170.687195;129.064407;170.687195;158.000000;140.430344;158.000000;169.989532;160.235672;158.657333;156.096252;154.213303;114.262344;148.743134;120.647484;130.915375;125.346992;181.233932;121.137924;156.321701;145.799866;156.744522
18343;0.000000;0.000000;0.000000;0.000000;1.000000;14.043363;127.000000;155.000000;127.000000;135.000000;134.000000;183.000000;134.000000;163.000000;127.000000;145.000000;134.000000;173.000000;131.000000;145.000000;123.000000;145.000000;139.000000;173.000000;129.000000;173.000000;158.000000;142.000000;158.000000;170.000000;159.000000;156.000000;157.000000;156.000000;115.000000;155.000000;112.000000;135.000000;124.000000;183.000000;123.000000;163.000000;143.000000;159.000000
18390;-10.020670;0.000000;-0.038124;-0.001496;1.178571;0.000000;127.067474;155.042191;127.067474;135.042191;133.888107;183.043716;133.888809;163.047516;128.067474;145.041885;128.067474;178.042755;131.067474;145.042191;123.067474;145.042191;138.895096;173.045624;128.893463;173.045624;157.000000;142.008881;157.000000;169.983826;158.931793;156.016998;156.930496;156.023254;114.994728;155.035828;111.948959;134.980194;123.948601;183.009369;122.941750;163.042252;142.951309;159.026703
18421;-13.801363;0.000000;-0.068709;-0.034166;1.178571;-6.453906;126.930412;154.972458;126.905121;135.001297;133.785202;183.083801;133.748428;162.959915;128.923843;145.956650;125.190918;178.973022;130.908722;144.986877;122.915581;144.986877;138.752045;173.021851;129.016907;173.021851;157.000000;142.215454;157.000000;170.093536;158.635681;156.307327;156.635223;156.245926;114.893974;155.079147;111.907295;135.075317;123.897728;183.023026;122.841026;163.002060;142.765671;159.009705
18468;-9.922092;0.000000;-0.060360;-0.007959;1.178571;-6.307430;126.693687;155.339584;126.639915;135.233505;133.613647;183.215973;133.520920;163.215942;128.690079;145.222855;125.037682;178.283463;130.683044;145.286545;122.643692;145.286545;138.463455;173.215958;128.864441;173.215958;157.000000;142.339172;157.000000;170.110367;158.014404;156.380508;156.019333;156.348618;114.609474;155.428986;111.553253;135.373123;123.749199;183.196335;122.605064;163.348709;142.442856;159.180923
18500;-11.517094;0.000000;-0.051960;-0.017361;1.214286;-4.304096;126.476379;155.682114;126.381912;135.570511;133.451981;183.467361;133.290817;163.440033;128.454880;145.486099;125.897980;179.476593;130.457504;145.626312;122.366180;145.626312;138.178421;173.453705;128.703079;173.453705;156.000000;142.642838;156.000000;170.325043;157.495560;156.698151;155.515884;156.639923;114.387131;156.022903;111.201912;135.926483;123.622307;183.439590;122.366714;163.764130;142.168777;159.398926
18531;-9.318439;0.000000;-0.047392;0.008336;1.250000;-3.805902;126.347809;155.996033;126.246414;135.830338;133.368378;183.844070;133.162521;163.754913;128.326981;144.766602;125.999710;179.768677;130.302200;145.913177;122.208221;145.913177;138.280151;173.799500;128.804810;173.799500;156.000000;142.921219;156.000000;170.697723;157.359116;157.073532;155.378296;157.001160;114.188080;156.489975;110.942802;136.372971;123.600243;183.734848;122.249352;164.134613;142.096786;159.756577
18562;0.868258;0.000000;-0.083204;-0.025123;1.214286;-7.250179;126.350548;155.946655;126.249153;135.799393;133.371109;183.894897;133.165253;163.718369;129.329712;142.687576;125.002441;176.719299;130.304932;145.873032;122.210960;145.873032;138.282883;173.806641;128.807541;173.806641;156.000000;142.993103;156.000000;170.789276;157.258987;157.195160;155.272003;157.071213;114.208824;156.482864;110.937881;136.338516;123.569527;183.731781;122.257942;164.096970;142.021301;159.760117
18609;2.939659;0.000000;-0.078085;-0.019098;1.178571;-5.666978;126.186752;156.355499;126.088890;136.090500;133.250183;184.151413;133.019867;164.038818;129.186386;142.982025;125.902969;176.087463;130.167328;146.222992;122.039299;146.222992;138.136368;174.095123;128.685410;174.095123;156.000000;143.212051;156.000000;171.052032;157.147186;157.477341;155.154709;157.363754;114.033142;157.003174;110.683113;136.836624;123.484909;184.008453;122.105377;164.557602;141.867599;160.037460
18640;-4.933167;0.000000;-0.071817;0.097582;1.392857;-6.199497;126.001007;156.769318;125.889557;136.400192;133.132858;184.418945;132.877060;164.420380;129.010864;142.267700;124.756454;181.453430;130.011093;146.584747;121.815529;146.584747;138.045883;174.419662;128.538773;174.419662;156.000000;143.467377;156.000000;171.496765;157.184326;157.877106;155.188599;157.769882;113.836433;157.470566;110.446793;137.255707;123.335999;184.293106;121.904457;164.990494;141.778580;160.441849
18687;-6.813393;0.000000;-0.037515;0.051136;1.357143;-4.852942;125.934303;157.137054;125.929108;136.714691;133.172409;184.572800;132.832870;164.728104;128.050415;143.568192;124.814125;181.705109;130.050644;146.925873;121.855080;146.925873;138.085434;174.650452;128.560577;174.650452;156.000000;143.585754;156.000000;171.771698;157.224060;158.104111;155.219604;158.012939;113.822128;157.933121;110.371750;137.700668;123.405067;184.454056;121.902008;165.387039;141.756683;160.746841
18718;5.300095;0.000000;-0.082678;0.038163;1.142857;-7.251460;126.249535;157.581512;126.165787;137.110443;133.623611;184.785767;133.271286;165.074219;129.314972;143.931427;125.235291;176.010254;130.361816;147.345978;122.074127;147.345978;138.531189;174.929993;128.988342;174.929993;156.000000;143.739319;156.000000;172.070938;157.648575;158.392487;155.634094;158.310715;114.046539;158.371277;110.475639;138.124603;123.814423;184.725250;122.265251;165.856873;142.151779;161.093506
18765;-6.632553;0.000000;-0.075814;0.020349;1.357143;-5.841897;126.765236;158.168961;126.608147;137.677795;134.101501;185.111969;133.753525;165.561691;129.779739;144.400284;125.874779;182.585785;130.830185;147.923370;122.538719;147.923370;139.016739;175.336823;129.598343;175.336823;157.000000;143.925369;157.000000;172.514435;158.082916;158.812027;156.076996;158.735733;114.714417;159.223770;110.977745;138.911377;124.451767;185.119110;122.833557;166.542831;142.625351;161.559326
18812;-6.617777;0.000000;-0.081133;0.022611;1.357143;-5.835814;126.822250;158.091476;126.650673;137.608521;134.060120;185.066315;133.788528;165.463654;129.828857;144.333862;125.928284;182.516510;130.875519;147.849991;122.579079;147.849991;139.041916;175.264984;129.655487;175.264984;157.000000;143.913345;157.000000;172.499619;158.085480;158.819199;156.078491;158.715393;114.714752;159.205994;110.955452;138.897354;124.458237;185.039139;122.868401;166.499466;142.645691;161.494232
18843;-4.748613;0.000000;-0.090579;0.016771;1.357143;-5.340696;127.390701;158.918182;127.079010;138.256989;134.809479;185.542038;134.507141;166.129807;130.283829;144.938522;126.716263;183.120453;131.348892;148.587585;123.009995;148.587585;139.768372;175.835922;130.425644;175.835922;157.000000;144.157822;157.000000;173.101212;158.687286;159.416626;156.683151;159.322769;115.354446;160.296982;111.358963;139.897354;125.237595;185.622757;123.582550;167.419968;143.281784;162.143158
18875;-6.185338;0.000000;-0.092566;-0.006195;1.357143;-3.428333;128.223785;160.058914;127.763176;139.226608;135.638763;186.069794;135.403900;167.000839;130.028992;146.737167;127.750931;184.782990;132.131516;149.642761;123.678978;149.642761;140.628815;176.535309;131.434128;176.535309;158.000000;144.440369;158.000000;173.812790;159.352234;160.098434;157.343964;160.024872;116.157547;161.697113;111.834305;141.170319;126.224518;186.254272;124.502968;168.713501;144.084259;162.959030
18906;-7.181196;0.000000;-0.056298;-0.027730;1.321429;-4.979258;129.063126;161.444214;128.587753;140.366806;136.404266;186.667252;136.298264;168.108185;131.886505;147.806046;128.606125;185.477142;133.043503;150.905518;124.427544;150.905518;141.510361;177.387726;132.338318;177.387726;159.000000;144.760620;159.000000;174.783447;160.219757;161.036835;158.230392;161.001389;117.006432;163.297409;112.556145;142.718643;127.071716;186.995743;125.323853;170.115524;144.957077;164.048599
18953;-10.306734;0.000000;-0.042916;-0.065231;1.392857;-4.639846;129.781586;162.894852;129.232864;141.544922;136.938904;187.404343;137.002701;169.342453;131.547028;149.888596;128.352371;189.272034;133.721909;152.219879;125.049805;152.219879;142.286362;178.373398;133.100388;178.373398;160.000000;145.182831;160.000000;175.962296;161.002228;162.177628;159.018585;162.164902;117.801651;164.949142;113.122002;144.246185;127.790886;187.750977;126.065071;171.595612;145.719208;165.296677
18984;-9.973482;0.000000;-0.044897;-0.084273;1.392857;-3.195021;130.284073;164.243286;129.733200;142.601364;137.428925;188.085373;137.552124;170.272644;132.056152;149.845367;129.872040;188.991974;134.238602;153.422333;125.486839;153.422333;142.794724;179.179016;133.666275;179.179016;160.000000;145.362183;160.000000;176.778198;161.388855;162.992035;159.410294;162.994247;118.256767;166.614212;113.360184;145.828873;128.285355;188.501022;126.546364;173.074661;146.232285;166.207916
19015;-10.126123;0.000000;-0.044274;-0.101951;1.392857;-4.611451;130.164780;164.230637;129.623550;142.588715;137.357834;188.072952;137.460861;170.262512;132.957657;149.854462;129.803482;188.979324;134.157959;153.409668;125.395050;153.409668;142.870544;179.167725;133.608337;179.167725;160.000000;145.390900;160.000000;176.788452;161.476563;162.986053;159.492905;162.989258;118.220947;166.557159;113.341393;145.788284;128.213516;188.493408;126.466476;172.995239;146.238922;166.203247
19062;-10.804879;0.000000;-0.032788;-0.127005;1.428571;-4.476266;130.533173;165.377319;129.933517;143.382660;137.575546;188.724899;137.791641;171.133713;132.279739;150.589844;129.145889;190.641571;134.492111;154.379990;125.675652;154.379990;143.056274;179.929306;133.991699;179.929306;160.000000;145.603302;160.000000;177.499054;161.488480;163.718613;159.514648;163.729401;118.597878;167.924881;113.453033;147.028778;128.584488;189.189926;126.839966;174.230362;146.429840;167.035522
19093;-11.631578;0.000000;-0.029584;-0.154245;1.464286;-4.359221;130.716797;166.500168;130.102417;144.200165;137.705460;189.535721;137.958359;172.165649;132.462189;151.394455;129.347366;192.276154;134.662918;155.350159;125.777031;155.350159;143.208542;180.850677;134.240768;180.850677;160.000000;145.948441;160.000000;178.398727;161.196884;164.643036;159.240082;164.660934;118.707039;169.207321;113.466003;148.253494;128.789902;189.904312;127.021576;175.397781;146.574280;168.035660
19140;-12.195621;0.000000;-0.025669;-0.181110;1.464286;-4.260493;130.735168;167.649811;130.120789;145.069321;137.684952;190.290314;137.968491;173.059494;132.480560;152.152542;129.365738;193.985214;134.681290;156.359558;125.795410;156.359558;143.226913;181.674896;134.259140;181.674896;159.000000;146.119522;159.000000;179.154556;160.706268;165.420975;158.750549;165.434494;118.669151;170.603119;113.332504;149.635101;128.783691;190.778488;126.992134;176.651276;146.430344;168.898697
19171;-10.385025;0.000000;-0.027419;-0.220516;1.321429;-2.470496;130.518539;168.849854;129.860947;145.888275;137.485229;190.980804;137.817413;174.023758;132.193039;153.928391;130.573242;191.490509;134.392075;157.369064;125.534554;157.369064;143.022720;182.502289;134.153809;182.502289;159.000000;146.393417;159.000000;179.926575;160.197144;166.238052;158.246246;166.247589;118.397423;172.015244;112.853333;150.963974;128.654663;191.480942;126.834991;177.915573;146.176620;169.787643
19203;-8.621570;0.000000;-0.017013;-0.301375;1.285714;-2.160471;129.718781;169.692764;129.028381;146.443008;136.805115;191.489349;136.994446;174.508026;131.329102;154.446365;129.946121;191.124283;133.507919;158.067886;124.647186;158.067886;142.116653;182.998688;133.432327;182.998688;158.000000;146.561630;158.000000;180.385651;159.143463;166.692795;157.216293;166.708038;117.490807;173.099060;111.768082;152.057465;128.014389;192.180511;126.045219;178.859161;145.245529;170.246262
19234;-6.959539;0.000000;-0.013034;-0.274502;1.321429;-2.070910;129.680557;169.725433;128.987320;146.475677;136.835526;191.522018;137.024857;174.540695;131.287659;153.479034;129.925919;191.156952;133.466324;158.100555;124.677605;158.100555;142.147064;183.031357;133.462738;183.031357;158.000000;146.477234;158.000000;180.465500;159.178314;166.743912;157.235535;166.756699;117.484833;173.067932;111.771309;152.037781;128.007858;192.204437;126.050179;178.827698;145.285477;170.317123
19281;-7.339128;0.000000;0.001262;-0.362231;1.321429;-3.135337;128.098160;170.395844;127.372658;146.862717;135.583771;191.945984;135.640808;175.043289;130.690842;154.870590;128.623337;192.634048;131.911148;158.629272;122.946648;158.629272;140.809204;183.494629;132.056046;183.494629;156.000000;146.663757;156.000000;180.901932;157.786423;167.168945;155.826797;167.187881;115.583878;173.997314;109.715691;152.946289;126.683350;192.763031;124.473846;179.675842;143.894394;170.806259
19312;-6.982442;0.000000;-0.019610;-0.399390;1.321429;-0.891267;126.885513;170.744202;126.037247;147.270401;134.761353;192.148743;134.559525;175.391632;128.317429;155.120193;127.727737;193.045105;130.572540;159.007294;121.544250;159.007294;139.738312;183.770187;131.069412;183.770187;155.000000;146.610977;155.000000;181.006149;156.443283;167.164429;154.508423;167.191513;114.106544;174.893784;108.070000;153.825043;125.746429;193.251389;123.296295;180.426514;142.644547;170.839447
19359;-4.775610;0.000000;-0.028757;-0.347115;1.392857;-2.284235;126.461937;170.955231;126.419228;147.582932;135.143326;192.359772;134.233292;175.602676;128.699402;153.323746;127.109718;193.197296;129.975342;159.269073;120.959229;159.269073;140.120285;183.981232;131.451385;183.981232;155.000000;146.551804;155.000000;180.958939;156.115555;167.095413;154.113663;167.141190;113.694405;175.566101;107.363060;154.507401;125.684212;193.484634;123.063156;180.922760;142.300003;170.815552
19390;-4.410688;0.000000;-0.028120;-0.360278;1.357143;0.604649;126.962128;171.162628;126.686211;147.825943;135.762863;192.567184;134.759933;175.763458;128.198181;154.501663;128.608490;193.400314;129.474121;159.494293;121.388100;159.494293;140.680679;184.165314;132.191208;184.165314;155.000000;146.455399;155.000000;180.880249;156.493668;167.021500;154.452393;167.091507;114.557137;176.056458;107.915245;154.986343;126.626976;193.729477;123.921921;181.343033;142.646194;170.823349
19421;-4.133460;0.000000;-0.009032;-0.361360;1.357143;-0.137015;127.995354;171.220673;127.364349;147.905106;136.991028;192.470123;135.905762;175.666397;129.952316;154.404602;129.859375;193.289581;130.213806;159.562897;122.246986;159.562897;141.895798;184.068253;133.460251;184.068253;156.000000;146.155090;156.000000;180.456070;157.384628;166.601395;155.315079;166.693832;115.750908;176.265457;108.775154;155.217270;127.877342;193.669403;125.148041;181.445557;143.658279;170.413513
19453;-4.571190;0.000000;-0.004448;-0.361685;1.392857;-0.133659;127.998993;171.243484;127.367989;147.914978;136.994675;192.455368;135.909409;175.651642;129.955963;154.413528;129.863022;194.274826;130.217453;159.579224;122.250626;159.579224;141.899445;184.053497;133.463898;184.053497;156.000000;146.135513;156.000000;180.390747;157.415985;166.525497;155.323898;166.628220;115.761528;176.280151;108.765205;155.222031;127.877579;193.666885;125.162369;181.460480;143.657761;170.362167
19484;-5.486366;0.000000;-0.033816;-0.371333;1.357143;0.218815;128.266190;171.113754;127.515358;147.785248;137.384033;192.299301;136.190811;175.521912;129.164551;155.321182;129.312744;194.144485;130.447495;159.449509;122.460449;159.449509;142.190002;183.910614;133.823059;183.910614;156.000000;145.924515;156.000000;180.107452;157.709442;166.228134;155.600555;166.345673;116.122215;176.252304;109.010559;155.242401;128.318420;193.556717;125.535843;181.398193;143.907471;170.108932
19515;-6.928976;0.000000;-0.041615;-0.367251;1.392857;0.233955;128.329956;170.763321;127.579124;147.421341;137.447800;191.854294;136.254578;174.913681;129.228317;154.916901;129.391510;194.903381;130.511261;159.092331;122.524216;159.092331;142.253769;183.383987;133.894623;183.383987;156.000000;145.630417;156.000000;179.558563;157.569885;165.651352;155.457428;165.761322;116.018547;176.109344;108.764984;155.121094;128.386658;193.317825;125.500877;181.160309;143.802582;169.498032
19562;-6.979571;0.000000;-0.038106;-0.355489;1.392857;1.704940;128.125946;169.898239;127.742867;146.704269;137.611542;191.136353;136.167236;174.111069;128.392059;154.126511;129.555252;193.224808;130.675003;158.301254;122.687958;158.301254;142.417511;182.623718;134.058365;182.623718;156.000000;145.223221;156.000000;178.786362;157.395660;164.803650;155.253448;164.920425;115.888367;175.125900;108.534805;154.098083;128.447449;192.634384;125.478363;180.265579;143.607742;168.683578
19609;-7.429640;0.000000;-0.043006;-0.335505;1.392857;1.708637;127.820831;168.644836;127.922707;145.702103;137.848236;190.026337;136.049622;172.713654;128.571899;152.995972;129.743088;192.277634;130.854843;157.173462;122.867798;157.173462;142.597351;181.369995;134.238205;181.369995;156.000000;144.545044;156.000000;177.357971;157.250870;163.300156;155.061005;163.448990;115.737000;173.881042;108.266640;152.891006;128.630936;191.673813;125.447609;178.993225;143.358673;167.216187
19640;-6.952862;0.000000;-0.029027;-0.280136;1.464286;2.996476;127.048210;166.835327;128.504593;144.170898;138.281540;187.852417;135.721725;169.991486;127.153786;149.323013;129.324966;190.821564;131.436737;155.503113;123.449684;155.503113;142.235260;178.921951;134.820099;178.921951;155.000000;143.539291;155.000000;174.615524;156.664581;160.407074;154.341934;160.603073;115.342690;172.149002;107.305824;151.196121;128.800018;190.168442;125.255562;177.250351;142.478333;164.475235
19687;-6.731103;0.000000;-0.026464;-0.256800;1.464286;2.996594;127.020920;166.816681;128.492157;144.148148;138.304626;187.825455;135.744812;169.972839;127.176880;149.306000;129.348068;190.802917;131.416443;155.482422;123.469002;155.482422;142.214325;178.899155;134.801086;178.899155;155.000000;143.531006;155.000000;174.614075;156.625626;160.384995;154.314240;160.567032;115.311035;172.133865;107.313133;151.183746;128.728455;190.159027;125.217133;177.249741;142.447327;164.437561
19718;-6.276031;0.000000;-0.017891;-0.216362;1.428571;5.666329;126.300301;165.007492;129.014099;142.704636;138.603348;185.970825;135.245468;167.651947;126.698830;147.763947;130.717270;188.285049;131.938385;153.856064;123.990952;153.856064;142.736267;176.811386;135.323029;176.811386;154.000000;142.391556;154.000000;172.237930;155.961609;157.944290;153.642761;158.168533;114.825806;170.289429;106.334167;149.437546;129.059372;188.583542;125.082787;175.348404;141.667374;162.135132
19750;-6.237068;0.000000;-0.014813;-0.181087;1.428571;5.672804;126.033638;163.927826;129.173340;141.813446;138.762589;184.745804;135.089828;166.171066;126.858070;146.838760;130.876511;187.313309;132.097626;152.870636;124.150192;152.870636;142.821762;175.458435;135.490143;175.458435;154.000000;141.587860;154.000000;170.697235;155.674057;156.305344;153.317490;156.571838;114.780632;169.276764;106.027054;148.507767;129.461792;187.650543;125.269867;174.294800;141.303406;160.632813
19812;-6.107662;0.000000;-0.011202;-0.155040;1.428571;5.689317;126.051361;163.676315;129.189468;141.564713;138.778717;184.376846;135.105957;165.681320;126.874199;146.610519;130.892639;186.966827;132.113754;152.620514;124.166321;152.620514;142.837891;175.029083;135.468903;175.029083;154.000000;141.330048;154.000000;170.129242;155.608322;155.764221;153.256577;156.020599;114.930161;169.080048;106.026283;148.330215;129.597168;187.488174;125.349586;174.029968;141.216217;160.109543
19859;-5.877877;0.000000;-0.008317;-0.134121;1.428571;5.639459;126.019249;163.829681;129.212082;141.635071;138.746613;184.522125;135.073853;165.861679;126.890762;146.687653;130.872528;187.031464;132.146576;152.732376;124.134209;152.732376;142.805786;175.191895;135.515533;175.191895;154.000000;141.482056;154.000000;170.383102;155.697952;156.017151;153.342224;156.271149;114.864861;169.219772;106.010551;148.429138;129.568680;187.565903;125.299065;174.182907;141.301773;160.342102
19890;-5.623699;0.000000;-0.004161;-0.119360;1.428571;5.634416;126.148346;164.223618;129.079712;141.953125;138.614243;184.902832;135.171402;166.352585;126.758392;147.014862;130.731857;187.310822;132.014206;153.088379;124.001839;153.088379;142.673416;175.627716;135.383163;175.627716;154.000000;141.733551;154.000000;170.901840;155.825760;156.535645;153.473267;156.794403;114.899933;169.645187;106.257813;148.784683;129.410126;187.858337;125.271919;174.641479;141.493942;160.842896
19937;-5.537584;0.000000;-0.001127;-0.105437;1.428571;5.658253;126.179482;164.287018;129.110092;142.016525;138.645370;184.966232;135.129135;166.415985;126.775475;147.078262;130.762985;187.345261;132.029999;153.151764;124.032974;153.151764;142.624115;175.691101;135.414291;175.691101;154.000000;141.779022;154.000000;171.091858;155.863464;156.723755;153.507614;156.979752;114.912697;169.568527;106.243538;148.713013;129.345779;187.859543;125.262131;174.604599;141.499191;161.018082
19968;-6.142974;0.000000;-0.007506;-0.101946;1.464286;3.722234;126.815315;165.018066;129.918106;142.703415;138.134583;185.755493;135.659149;167.464096;127.572464;147.762650;130.252197;188.974365;132.822128;153.860748;124.815819;153.860748;142.929642;176.609802;135.720795;176.609802;155.000000;142.312439;155.000000;172.153458;156.389679;157.829849;154.051605;158.078766;115.424561;170.185593;106.954262;149.233109;129.410294;188.429398;125.600037;175.269516;142.102539;162.059006
20031;-5.227819;0.000000;-0.018312;-0.104718;1.428571;3.332500;127.427383;166.028442;129.410095;143.422226;137.626572;186.696823;136.168274;168.672836;128.406006;148.499008;130.744186;188.674576;133.675415;154.725342;124.307808;154.725342;143.231613;177.684830;135.212784;177.684830;155.000000;142.917648;155.000000;173.390442;156.992249;159.110168;154.660629;159.352844;115.802071;171.196198;107.633278;150.165497;129.396255;189.188019;125.837494;176.294876;142.794250;163.277557
20062;-5.321838;0.000000;-0.018588;-0.126381;1.392857;3.408140;127.883369;167.059402;129.057983;144.222778;137.274475;187.731979;136.557343;170.007706;128.053909;150.342422;130.392090;189.624298;133.323318;155.641083;124.895370;155.641083;143.516602;178.869843;134.860672;178.869843;156.000000;143.583862;156.000000;174.778427;157.559875;160.528412;155.222229;160.753586;116.000107;172.327286;108.098640;151.237198;129.294144;190.083466;125.913544;177.384598;143.350540;164.653076
20125;-5.900902;0.000000;0.001968;-0.154474;1.357143;1.994013;128.046967;167.849960;128.936783;144.804733;137.153259;188.643845;136.672089;171.312256;128.932693;151.953430;130.268448;190.338928;133.202103;156.327347;124.774162;156.327347;143.395386;179.978058;134.739471;179.978058;156.000000;144.067184;156.000000;176.111847;157.780869;161.958618;155.455917;162.146545;116.039223;173.201843;108.292603;152.105347;129.187897;190.770401;125.932304;178.216354;143.587692;165.985947
20156;-6.799113;0.000000;-0.024973;-0.179777;1.392857;1.954253;128.320206;168.661072;128.679565;145.525681;136.896042;189.226547;136.933945;172.156265;128.675476;152.735443;130.011230;191.902542;132.944885;157.093384;125.202675;157.093384;143.635712;180.691406;134.482254;180.691406;157.000000;144.539810;157.000000;176.875320;158.282135;162.814758;155.983582;162.984543;116.154106;174.030853;108.603210;152.944107;129.143066;191.339386;125.982658;179.056564;143.993027;166.842499
20187;-7.151427;0.000000;-0.031322;-0.197100;1.392857;1.945992;128.329651;168.610214;128.694962;145.474823;136.884598;189.164825;136.943390;172.105408;128.690582;152.684586;130.020691;191.851685;132.938126;157.042526;125.212128;157.042526;143.645157;180.635117;134.491714;180.635117;157.000000;144.506317;157.000000;176.769241;158.257019;162.692978;155.969376;162.856400;116.106812;174.030502;108.578644;152.959244;129.132050;191.340271;125.937241;179.057297;143.984787;166.717331
