output_20111117_112902.txt
111117_112904;1359;0.083333;0.333333;3.000000;1359;1242376;-3.191071;0.000000;0.010517;0.022165;0.975000;-2.367970;71.359612;149.878799;71.575920;130.348297;68.765793;191.271683;69.279823;169.813217;72.579330;141.227966;70.935547;180.998840;75.570625;140.113556;67.575050;140.113556;74.255821;180.542450;64.049294;180.542450;120.000000;144.264709;120.000000;179.269165;126.423683;161.288132;114.664108;159.769730;64.424347;149.934128;61.487801;129.981323;58.617367;191.336472;60.873825;169.862259;100.812943;159.512543;0.083333;0.333333;3.000000
111117_112905;2765;0.416667;0.666667;3.000000;2765;1242376;2.888610;0.000000;-0.111636;0.000881;1.024390;-1.340834;74.722923;143.818573;74.364265;125.690331;71.215828;189.345840;73.274307;163.761002;77.569397;133.875381;76.584763;175.963882;79.238976;134.754456;70.105843;134.754456;78.586838;176.553421;66.474548;176.553421;128.000000;141.103027;128.000000;175.207169;134.924820;157.412720;122.665810;154.871628;67.464905;143.879272;63.873703;121.653412;60.029919;193.118973;64.337013;163.769638;108.385880;153.325928;0.416667;0.666667;3.000000
111117_112907;4250;0.750000;1.000000;3.000000;4250;1242376;-0.918219;0.000000;-0.009792;-0.065100;1.048780;-2.581378;71.143669;148.992386;70.726692;128.687210;67.732643;191.263382;69.194984;169.516464;72.852318;138.189224;70.903313;181.441650;75.364311;138.839798;66.747200;138.839798;73.968773;180.389923;62.609787;180.389923;124.000000;141.898865;124.000000;179.295609;131.039917;160.193817;118.840858;159.186630;64.236122;148.892609;60.684002;125.318733;57.589005;193.789169;60.426628;169.995285;105.050217;159.568130;0.750000;1.000000;3.000000
111117_112908;5312;1.083333;1.333333;3.000000;5312;1242376;-1.098277;0.000000;0.022948;-0.096567;1.048780;-1.254794;70.462738;148.859116;70.056046;128.505325;67.074982;190.885391;68.526588;169.322510;71.141045;137.987335;70.196976;181.110046;74.676949;138.682220;66.079895;138.682220;73.227867;180.103943;61.978367;180.103943;124.000000;141.672012;124.000000;179.208984;130.366547;160.029709;118.136536;159.028137;63.641628;148.796295;60.063358;125.249413;56.929440;193.183975;59.714558;169.807373;104.268433;159.407486;1.083333;1.333333;3.000000
111117_112908;5984;1.416667;1.666667;3.000000;5984;1242376;-0.314557;0.000000;0.037863;-0.097626;1.048780;-0.138537;70.371040;148.947540;69.991989;128.662994;66.913872;190.979477;68.330231;169.433563;71.064728;138.094360;70.960541;181.205536;74.559303;138.805267;66.016434;138.805267;72.990021;180.206512;61.831284;180.206512;124.000000;141.866486;124.000000;179.401733;130.255341;160.235519;118.046837;159.181305;63.522461;148.877243;59.983952;125.355438;56.716908;193.261566;59.471584;169.908859;104.128403;159.556641;1.416667;1.666667;3.000000
111117_112910;7218;1.750000;2.000000;3.000000;7218;1242376;0.695700;0.000000;0.033331;0.000000;1.000000;-3.336244;70.003441;147.842957;69.638046;127.559074;66.199326;189.862747;67.736610;168.250687;71.710663;137.018326;69.260445;179.071533;74.171936;137.701019;65.676956;137.701019;72.298256;179.056717;61.126659;179.056717;123.000000;141.088181;123.000000;178.459457;129.797226;159.406464;117.613251;158.201935;63.165817;147.769440;59.687927;124.244568;56.098331;192.034897;58.877563;168.726837;103.635208;158.494568;1.750000;2.000000;3.000000
111117_112911;8703;2.083333;2.333333;3.000000;8703;1242376;-2.102066;0.000000;0.042494;-0.042989;0.976190;-1.878974;69.496056;149.475800;69.097878;129.301422;65.749596;191.109207;67.242485;169.846085;71.172340;139.755798;69.804741;181.464386;73.667801;139.388611;65.134315;139.388611;71.841858;180.477646;60.678310;180.477646;123.000000;142.944336;123.000000;180.014282;129.123444;161.223419;117.194138;159.757278;63.180309;149.397446;59.685890;126.086800;56.375183;193.295258;59.086578;170.256256;103.361290;160.005615;2.083333;2.333333;3.000000
111117_112912;9437;2.416667;2.666667;3.000000;9437;1242376;0.151853;0.000000;0.052805;-0.013974;1.023810;-0.607771;69.654701;149.002197;69.252098;128.880966;65.792946;190.657730;67.289955;169.319611;70.320282;137.282715;69.857018;180.976074;73.835320;138.941574;65.296387;138.941574;71.893028;179.988663;60.736252;179.988663;123.000000;142.283249;123.000000;179.182800;129.388397;160.353516;117.303093;159.166275;63.334122;148.943268;59.870987;125.673759;56.424999;192.802673;59.142464;169.706375;103.345749;159.533493;2.416667;2.666667;3.000000
111117_112912;10000;2.750000;3.000000;3.000000;10000;1242376;-2.161875;0.000000;0.020949;-0.005826;0.976190;-2.398617;71.238159;147.885437;70.796127;127.899651;66.867989;189.532806;68.703384;168.123062;74.058746;138.213776;72.319771;179.749573;75.637283;137.892548;66.695053;137.892548;73.544037;178.827942;61.774765;178.827942;125.000000;140.519501;125.000000;176.862457;131.514740;158.015640;118.632645;157.239365;64.811005;148.214905;61.086384;124.701698;57.247025;191.769867;60.242256;168.022278;104.034843;158.150696;2.750000;3.000000;3.000000
111117_112913;10468;3.083333;3.333333;3.000000;10468;1242376;-1.242576;0.000000;0.037336;-0.004409;1.048780;-1.342215;69.230797;146.349899;68.925842;126.754173;64.809288;188.449509;66.426834;167.173721;69.860130;134.818573;68.832047;178.719116;73.367867;136.552032;64.904053;136.552032;70.861870;177.811615;59.869549;177.811615;123.000000;139.854141;123.000000;176.532990;130.477692;157.619370;117.471497;156.355301;62.914726;146.667175;59.547215;123.579437;55.476505;190.581314;58.267036;167.215576;102.741638;157.054718;3.083333;3.333333;3.000000
