0,60
0,20
1062,430
2062,230
2234,231
2390,431
2437,330
2531,331
2562,230
2656,231
3234,30
3281,20
3484,31
3765,330
3859,30
4109,31
4359,30
4390,20
4437,331
4609,430
5562,30
5687,431
5734,430
6062,31
6484,30
6531,430
6562,431
6609,430
7062,31
7109,431
7234,430
7281,30
7312,430
7359,431
7390,430
7812,31
8140,30
8828,31
9531,30
9937,31
10187,431
10234,330
10312,331
10437,430
10562,30
11281,0
11406,31
11484,30
11859,0
12031,31
12687,30
13390,431
13406,31
13406,29
13406,70
16203,60
16203,20
16984,430
17734,30
17781,20
17984,31
18062,30
18109,20
18312,31
18812,30
19484,31
19531,431
19562,430
19609,431
19656,430
19687,431
19734,30
19781,431
19812,430
20312,431
20359,430
20390,30
20437,430
20484,431
20531,430
20859,31
20937,30
20984,430
21015,431
21078,430
21390,31
21437,30
22109,31
23031,30
23484,431
23531,430
23562,431
23609,430
23656,431
23687,31
23687,29
23687,70
26500,60
26500,20
26515,430
27609,30
27640,20
27859,31
27890,30
28140,31
28437,431
28484,330
28984,30
29234,331
29281,430
29312,30
29562,31
29734,431
29781,330
30109,30
30156,20
30359,31
30906,331
30937,430
31437,31
31687,30
32359,31
32609,431
32640,430
32687,431
32734,30
32765,431
32812,430
33281,31
33312,30
33359,430
33406,431
33437,430
33812,431
33859,430
33906,431
33984,30
34140,430
34484,31
34656,30
35312,31
35890,30
35937,330
36437,31
36734,331
36765,430
36890,30
37609,31
37687,30
37937,431
37984,430
38109,31
38359,30
38984,0
39109,31
39484,30
40156,31
40281,30
40937,31
41234,30
41484,31
41562,30
41765,431
41812,330
41906,331
42031,430
42281,30
42937,31
43609,431
43687,330
44234,331
44312,30
44812,11
45234,121
45265,221
45687,31
46140,30
46265,430
46359,431
46390,430
46437,431
46484,430
46515,431
46687,31
46734,430
46812,30
47156,31
47531,30
47562,430
47609,431
47640,430
48062,31
48156,30
48281,430
48656,31
48812,30
49562,31
49640,30
49687,20
49984,431
50031,31
50187,30
50562,31
51062,30
51734,31
51859,30
52390,31
53484,21
53484,9
53484,70
