0, Level_Start 
0 ,020
438 ,430
1813 ,431
2188 ,230
2359 ,231
2609 ,230
2641 ,430
2734 ,231
2766 ,030
3141 ,431
3313 ,031
3438 ,030
3688 ,430
3844 ,431
4094 ,031
4219 ,030
4516 ,430
4641 ,031
5063 ,030
5938 ,031
6063 ,030
6719 ,031
6813 ,030
7313 ,031
7469 ,030
8016 ,011
8219 ,431
8438 ,121
8891 ,031
9063 ,030
9313 ,031
9391 ,030
9641 ,031
10063 ,030
10688 ,031
10719 ,030
11313 ,031
11359 ,021
, 19
11359, Level_End 
0, Level_Start 
14172 ,020
14188 ,430
15094 ,030
15516 ,031
15813 ,030
16609 ,031
16688 ,030
17313 ,031
17344 ,030
17891 ,031
18016 ,030
18563 ,011
18766 ,431
18813 ,430
18844 ,431
18891 ,430
18938 ,431
18984 ,121
19219 ,121
19469 ,031
19813 ,030
20469 ,031
20563 ,030
21094 ,211
21563 ,031
21766 ,030
22438 ,031
23094 ,030
23766 ,031
24438 ,030
24938 ,00
25094 ,031
25281 ,021
, 09
25281, Level_End 
0, Level_Start 
28063 ,020
28188 ,430
29063 ,030
29469 ,031
30641 ,030
31313 ,031
31344 ,030
31891 ,031
31984 ,030
32516 ,011
32766 ,431
32813 ,430
32844 ,431
32891 ,430
32938 ,431
32969 ,430
33188 ,121
33438 ,031
33813 ,030
34469 ,031
34563 ,030
35063 ,211
35516 ,431
35563 ,330
36094 ,331
36141 ,430
36391 ,030
37063 ,031
37813 ,030
38391 ,031
39188 ,030
39719 ,00
39844 ,031
39891 ,431
39984 ,030
40438 ,011
40844 ,121
40891 ,221
41234 ,011
41641 ,121
42109 ,031
42188 ,021
, 09
42188, Level_End 
