0, Level_Start 
0 ,020
1079 ,430
1157 ,230
1407 ,231
1579 ,230
1704 ,030
1954 ,031
2532 ,431
2579 ,430
2610 ,431
2657 ,430
2704 ,431
2735 ,030
2782 ,431
2829 ,430
2875 ,431
2907 ,430
3250 ,031
3454 ,030
3704 ,031
3782 ,030
4000 ,431
4032 ,330
4204 ,030
4375 ,331
4407 ,430
4454 ,031
4860 ,431
4907 ,330
5250 ,030
5282 ,20
5454 ,331
5500 ,430
6157 ,030
6829 ,031
7657 ,030
8329 ,031
8500 ,030
8657 ,00
9000 ,431
9157 ,430
9454 ,030
10125 ,031
10157 ,030
10704 ,031
11500 ,030
11829 ,031
11907 ,431
11954 ,430
12000 ,431
12079 ,030
12282 ,430
12579 ,031
12704 ,030
12829 ,431
13282 ,031
13500 ,430
13579 ,030
14282 ,431
14329 ,430
14375 ,431
14407 ,430
14454 ,431
14500 ,031
, 29
14500, Level_End 
0, Level_Start 
17297 ,020
17485 ,430
18657 ,030
19282 ,031
19500 ,030
19532 ,20
19750 ,031
19954 ,030
20610 ,031
21204 ,030
21954 ,431
22000 ,430
22032 ,431
22079 ,031
, 29
22079, Level_End 
0, Level_Start 
24875 ,020
25375 ,430
26579 ,030
27204 ,031
27282 ,030
27532 ,031
27657 ,030
28000 ,431
28032 ,330
28204 ,031
28625 ,030
28657 ,20
28829 ,331
28860 ,430
29454 ,030
30125 ,031
30610 ,230
30860 ,030
31407 ,00
31532 ,031
31829 ,231
, 29
31829, Level_End 
