output_20120208_111022.txt
120208_111025;2000;0.083333;0.333333;2.000000;2000;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;0.083333;0.333333;2.000000
120208_111027;3781;0.416667;0.666667;2.000000;3781;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;0.416667;0.666667;2.000000
120208_111028;5531;0.750000;1.000000;2.000000;5531;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;0.750000;1.000000;2.000000
120208_111030;7187;1.083333;1.333333;2.000000;7187;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;1.083333;1.333333;2.000000
120208_111032;8953;1.416667;1.666667;2.000000;8953;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;1.416667;1.666667;2.000000
120208_111034;10796;1.750000;2.000000;2.000000;10796;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;1.750000;2.000000;2.000000
120208_111035;12609;2.083333;2.333333;2.000000;12609;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;2.083333;2.333333;2.000000
120208_111037;14406;2.416667;2.666667;2.000000;14406;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;2.416667;2.666667;2.000000
120208_111039;16218;2.750000;3.000000;2.000000;16218;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;2.750000;3.000000;2.000000
120208_111041;17984;3.083333;3.333333;2.000000;17984;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;3.083333;3.333333;2.000000
