output_20110322_163906.txt
110322_163907;891;0.083333;0.333333;3.000000;891;1307912;7.668152;0.000000;-0.056393;0.000000;1.000000;5.010952;112.977348;169.837494;113.016869;156.510117;115.170425;217.406555;115.242912;202.871277;112.067810;160.948425;116.233109;208.477646;116.904686;163.173798;109.113014;163.173798;120.133781;210.138916;110.330109;210.138916;168.000000;164.092163;168.000000;203.561462;174.627441;182.903229;162.038116;182.513519;109.060234;169.835632;108.114403;156.514053;107.317810;217.192154;107.346611;202.663055;148.595261;186.258835;0.083333;0.333333;3.000000
110322_163907;1438;0.416667;0.666667;3.000000;1438;1307912;2.376564;0.000000;-0.035569;-0.005364;0.979592;3.053692;111.912712;170.527237;112.000443;156.674210;113.498711;217.331558;113.605850;203.271454;111.957764;162.262817;114.527954;210.465576;115.806564;163.600723;108.055153;163.600723;118.393250;210.301514;108.663849;210.301514;166.000000;164.662811;166.000000;203.927399;172.919907;184.037445;160.276886;183.677872;108.329323;170.804642;107.496651;156.702866;105.710335;216.825348;105.880478;203.587173;146.762146;187.515442;0.416667;0.666667;3.000000
110322_163908;2000;0.750000;1.000000;3.000000;2000;1307912;3.705120;0.000000;-0.037492;0.010817;0.959184;4.201509;111.851158;168.819839;111.977798;155.329224;113.453903;216.029846;113.493004;201.410339;110.945007;160.844940;114.414307;208.094818;115.764061;162.074524;108.014137;162.074524;118.296265;208.720093;108.579987;208.720093;166.000000;163.719757;166.000000;203.092545;172.931381;182.761307;160.209671;182.106567;108.256561;169.079758;107.464043;155.434647;105.649048;215.338913;105.800392;201.717484;146.651535;185.856979;0.750000;1.000000;3.000000
110322_163908;2563;1.083333;1.333333;3.000000;2563;1307912;3.284904;0.000000;-0.018640;0.013819;0.979592;2.537366;110.939690;166.877426;111.202202;153.720947;112.301743;213.910858;112.296143;199.397491;110.103981;159.088242;112.230690;207.104034;114.950645;160.299194;107.144981;160.299194;117.146118;206.654175;107.379539;206.654175;164.000000;162.535049;164.000000;201.970352;171.302414;181.269531;158.519058;180.293884;107.244484;167.139633;106.600502;153.813202;104.119499;213.155090;104.298180;199.725433;144.730637;183.826431;1.083333;1.333333;3.000000
110322_163909;3125;1.416667;1.666667;3.000000;3125;1307912;4.110276;0.000000;0.010106;0.001816;0.938776;3.997513;107.463669;168.441101;108.281898;156.087601;109.524483;215.124283;109.108101;200.973770;107.694084;160.410370;110.962021;207.197006;111.308426;162.264343;104.388580;162.264343;113.683372;208.049026;104.463531;208.049026;160.000000;164.794800;160.000000;203.497101;166.901688;183.527557;153.859619;182.273300;103.914482;169.102448;103.511185;156.423126;100.620689;213.818726;100.739738;200.808060;139.392532;185.577789;1.416667;1.666667;3.000000
110322_163909;3688;1.750000;2.000000;3.000000;3688;1307912;5.069514;0.000000;0.037090;0.037677;0.938776;3.736775;107.012169;164.626099;107.955292;153.009186;108.924446;211.761948;108.528427;197.352982;107.210625;157.235184;110.263298;203.999054;109.983925;158.817642;103.549026;158.817642;112.092102;204.557465;103.867523;204.557465;160.000000;162.238327;160.000000;200.934021;166.546768;180.389236;153.533127;178.904678;103.888496;165.587097;103.508476;153.464218;100.160110;210.357224;100.342491;197.235352;139.165939;181.933136;1.750000;2.000000;3.000000
110322_163910;4235;2.083333;2.333333;3.000000;4235;1307912;6.260292;0.000000;0.039459;0.073783;0.959184;2.972308;108.451668;164.483093;109.195366;152.846222;110.629707;211.835480;110.311188;197.222198;108.618843;156.052994;111.057930;203.051804;111.374374;158.664658;104.970528;158.664658;113.885445;204.528839;105.691071;204.528839;161.000000;162.212692;161.000000;200.787445;168.440750;180.102158;155.495117;178.649216;105.329857;165.298203;104.862267;153.232224;102.010597;210.608902;102.167831;197.147736;141.349609;181.735886;2.083333;2.333333;3.000000
110322_163911;4813;2.416667;2.666667;3.000000;4813;1307912;3.170796;0.000000;0.020829;0.041070;0.959184;3.439825;109.404564;166.651398;110.037132;154.256287;111.834862;213.467346;111.652908;199.615448;109.511078;159.612991;112.351616;206.893860;112.288315;160.453842;105.899986;160.453842;115.196785;206.541397;106.998215;206.541397;163.000000;163.213867;163.000000;201.816437;169.915405;181.490997;156.943085;180.501419;106.293633;167.467728;105.734398;154.740494;103.284134;212.377762;103.494110;199.531433;142.878220;183.919754;2.416667;2.666667;3.000000
110322_163911;5360;2.750000;3.000000;3.000000;5360;1307912;1.519417;0.000000;0.000239;0.009238;0.959184;3.668993;110.237091;167.665970;110.767441;154.888672;112.743187;214.271866;112.652046;200.566757;110.292671;160.291031;113.332924;207.727463;113.079834;161.277313;106.701714;161.277313;116.193855;207.419312;108.005478;207.419312;163.000000;163.594284;163.000000;202.437759;170.172165;182.344391;157.527496;181.546463;107.132668;168.491821;106.485794;155.257660;104.252708;213.248657;104.497696;200.477325;143.882248;185.126877;2.750000;3.000000;3.000000
110322_163912;5906;3.083333;3.333333;3.000000;5906;1307912;3.907324;0.000000;-0.018610;-0.000965;0.918367;2.759471;110.968826;167.020645;111.348297;154.371094;113.522461;214.004425;113.468498;199.951263;111.992065;159.846375;114.186005;205.387726;113.764336;160.695862;107.406982;160.695862;117.044205;206.977844;108.918968;206.977844;164.000000;163.545120;164.000000;202.345856;170.695831;182.178711;158.230011;181.190964;107.890236;167.857666;107.157295;154.832642;105.157837;213.065781;105.390190;199.828278;144.884689;184.780594;3.083333;3.333333;3.000000
