output_20110316_163200.txt
110316_163201;953;0.083333;0.333333;2.000000;953;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;0.083333;0.333333;2.000000
110316_163202;1891;0.416667;0.666667;2.000000;1891;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;0.416667;0.666667;2.000000
110316_163203;2781;0.750000;1.000000;2.000000;2781;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;0.750000;1.000000;2.000000
110316_163204;3719;1.083333;1.333333;2.000000;3719;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;1.083333;1.333333;2.000000
110316_163205;4594;1.416667;1.666667;2.000000;4594;1242376;0.000000;0.000000;-107374176.000000;-107374176.000000;-107374176.000000;-1.#IND00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;-1.#INF00;1.416667;1.666667;2.000000
110316_163205;5422;1.750000;2.000000;2.000000;5422;1242376;0.000000;0.000000;0.000000;0.000000;1.031250;66.074997;-12.237279;97.517387;12.118481;89.532997;73.871849;140.533005;73.871849;136.062561;49.000000;104.890991;79.871849;118.609238;-16.992020;93.525192;-20.119234;93.525192;78.871849;138.297775;-12.779768;138.297775;37.000000;189.778946;37.000000;190.644791;89.203163;49.219166;-15.155340;201.488281;-12.804549;50.386127;-23.053722;89.173508;26.221684;207.359406;29.453192;190.030853;-12.329676;102.460701;1.750000;2.000000;2.000000
110316_163206;6406;2.083333;2.333333;3.000000;6406;1242376;0.000000;0.000000;0.000000;0.000000;1.000000;5.197063;106.000000;212.000000;106.000000;192.000000;109.000000;245.000000;109.000000;225.000000;106.000000;202.000000;109.000000;235.000000;110.000000;202.000000;102.000000;202.000000;114.000000;235.000000;104.000000;235.000000;149.000000;201.000000;149.000000;229.000000;151.000000;215.000000;147.000000;215.000000;92.000000;212.000000;91.000000;192.000000;97.000000;245.000000;95.000000;225.000000;132.000000;218.000000;2.083333;2.333333;3.000000
110316_163207;6860;2.416667;2.666667;3.000000;6860;1242376;-6.955564;0.000000;-0.010536;0.475658;0.944444;13.053372;61.177143;142.157669;61.722218;124.962273;59.973450;160.009720;60.169399;140.450150;59.214272;134.860474;63.189651;152.015854;64.960648;133.559967;57.500732;133.559967;64.964622;150.229935;55.464001;150.229935;83.000000;136.405930;83.000000;148.846130;85.482872;142.197876;81.466469;141.750793;48.139904;138.816833;55.033596;125.307404;49.110752;159.229218;50.653488;141.095474;75.213692;141.948029;2.416667;2.666667;3.000000
110316_163207;7141;2.750000;3.000000;3.000000;7141;1242376;-5.896118;0.000000;-0.069140;-0.263162;1.105263;14.264621;66.574173;146.477203;66.722687;128.149841;64.958733;166.082825;65.573814;144.653809;65.313660;137.075256;70.611656;157.924896;70.527565;137.313522;62.220753;137.313522;70.385986;155.368317;59.967842;155.368317;92.000000;138.259140;92.000000;154.846588;94.081093;144.893082;90.421059;145.105484;47.433418;141.828522;58.092896;126.242142;50.492355;166.839996;51.391598;145.415054;83.354294;145.994049;2.750000;3.000000;3.000000
110316_163207;7438;3.083333;3.333333;2.000000;7438;1242376;0.000000;0.000000;-0.644323;-1.139785;1.210526;12.089202;74.834946;162.808670;73.882668;138.678421;73.318222;185.512650;73.834267;160.818558;73.283325;152.670059;78.200935;175.641769;78.622025;150.743546;69.942253;150.743546;78.930603;173.165604;67.977745;173.165604;102.000000;147.256775;102.000000;170.839203;103.649704;154.451904;100.976334;155.736160;44.466557;155.951584;63.606499;136.196945;51.925388;187.307053;56.215343;161.091415;94.226158;161.402435;3.083333;3.333333;2.000000
110316_163208;7703;3.416667;3.666667;2.000000;7703;1242376;0.000000;0.000000;-0.309372;-1.027577;1.315789;12.502705;69.189278;165.882721;68.653275;141.095200;67.334068;189.802429;68.209740;163.850433;67.778831;154.191879;73.288368;179.051254;73.098167;153.488953;64.433472;153.488953;73.061462;176.826431;62.081421;176.826431;99.000000;150.051956;99.000000;176.621490;101.043060;157.984009;98.168938;158.948395;37.026226;158.154114;58.077244;137.005768;45.047863;192.025101;49.273293;164.799347;90.315536;164.807343;3.416667;3.666667;2.000000
