406;0.000000;0.000000;0.000000;0.000000;1.000000;-1.219494;204.000000;309.000000;204.000000;293.000000;203.000000;356.000000;203.000000;340.000000;204.000000;301.000000;203.000000;348.000000;207.000000;301.000000;201.000000;301.000000;206.000000;348.000000;200.000000;348.000000;257.000000;303.000000;257.000000;340.000000;263.000000;321.000000;251.000000;321.000000;199.000000;309.000000;193.000000;293.000000;191.000000;356.000000;192.000000;340.000000;239.000000;324.000000
484;11.945930;0.000000;-0.004737;0.071858;0.936170;0.068927;203.205933;308.646637;203.319260;292.664551;202.277679;355.570618;202.236526;339.589020;204.222656;298.660767;204.276672;343.584625;206.222229;300.655579;200.211487;300.655579;205.277054;347.579834;199.240417;347.579834;256.000000;302.600769;256.000000;339.675323;262.756653;320.635376;250.642548;320.655701;198.191711;308.654327;192.230072;292.693512;190.073334;355.494965;191.054398;339.491577;238.503952;323.663513
563;15.970772;0.000000;-0.015361;0.101309;0.978723;-1.143276;202.637405;308.228119;202.824982;292.279633;201.751175;355.223083;201.693283;339.220459;204.690338;296.256836;203.753586;343.220154;205.683609;300.253876;199.657837;300.253876;204.754166;347.221771;198.687424;347.221771;256.000000;302.313049;256.000000;339.379486;262.440369;320.363464;250.244644;320.308929;197.612061;308.245880;191.689941;292.353180;189.437378;355.134308;190.419830;339.111755;238.161926;323.299805
641;19.932869;0.000000;0.013632;0.129261;1.021277;-1.127089;202.256821;307.914459;202.481567;291.976074;201.358856;354.886597;201.304291;338.898743;203.340469;293.955841;202.378159;342.893616;205.310684;299.945251;199.287949;299.945251;204.374603;346.892670;198.273499;346.892670;256.000000;302.063293;256.000000;339.173248;262.188416;320.149780;250.031067;320.092621;197.235535;307.929321;191.363770;292.029297;189.026062;354.772369;190.027603;338.768524;237.904358;323.055573
703;17.884933;0.000000;0.016413;0.123560;1.042553;-1.161291;202.143341;307.665955;202.378754;291.759399;201.206985;354.641846;201.169388;338.647186;203.234222;293.736267;202.222946;343.649078;205.200912;299.712677;199.192596;299.712677;204.210556;346.644531;198.141068;346.644531;255.000000;301.909912;255.000000;339.027649;261.992004;320.013367;249.792236;319.895630;197.139267;307.683990;191.274963;291.818939;188.913635;354.500824;189.918839;338.475586;237.649994;322.835785
781;19.886177;0.000000;0.014641;0.139585;1.021277;-1.183796;202.226624;307.376923;202.462036;291.484222;201.290283;354.413330;201.054428;338.415222;203.317505;293.457672;202.306244;342.421356;205.284210;299.430573;199.275879;299.430573;204.293854;346.414276;198.005524;346.414276;255.000000;301.674927;255.000000;338.786255;261.922821;319.763519;249.763779;319.616608;197.089539;307.402863;191.243088;291.584503;188.837082;354.252563;189.856323;338.267914;237.673126;322.523438
859;19.882463;0.000000;0.014647;0.139658;1.021277;-1.189731;202.228897;307.373505;202.464310;291.480804;201.292542;354.409912;201.056702;338.411804;203.319778;293.454254;202.303436;342.417938;205.286469;299.427155;199.278152;299.427155;204.296112;346.410858;198.007797;346.410858;255.000000;301.674561;255.000000;338.792145;261.922272;319.762726;249.764099;319.617188;197.090485;307.401215;191.244171;291.582550;188.825684;354.227631;189.856155;338.267883;237.677032;322.532104
938;19.834518;0.000000;0.014403;0.146234;1.021277;-1.191955;202.240326;307.094788;202.471558;291.216095;201.303970;354.063812;201.047226;338.049072;203.331207;293.190857;202.314865;342.063171;205.272980;299.155457;199.272247;299.155457;204.307541;346.056458;197.996063;346.056458;255.000000;301.587402;255.000000;338.654877;261.822144;319.660858;249.639999;319.501801;197.079330;307.122345;191.267929;291.293671;188.810577;353.832428;189.841431;337.850555;237.561691;322.392120
1031;19.829330;0.000000;0.016691;0.153214;1.021277;-1.283786;202.133377;306.733368;202.410110;290.890564;201.150803;353.737396;200.912094;337.711426;203.262817;292.864685;202.168228;341.733154;205.183807;298.811951;199.184448;298.811951;204.166168;345.724426;197.838440;345.724426;255.000000;301.331085;255.000000;338.415588;261.759277;319.408173;249.632523;319.246338;196.980072;306.752686;191.226669;290.969177;188.625107;353.598633;189.695129;337.561279;237.519653;322.117889
1109;19.816559;0.000000;0.017221;0.158221;1.021277;-1.598558;202.045319;306.506256;202.519440;290.655151;200.977341;353.508545;200.779526;337.471161;203.372147;292.629578;202.009064;341.497681;205.118607;298.580688;199.112015;298.580688;204.000092;345.489868;197.666351;345.489868;255.000000;301.098572;255.000000;338.236847;261.703857;319.230652;249.567398;319.038513;196.888138;306.516602;191.183823;290.680145;188.434509;353.333191;189.558823;337.331024;237.476669;321.888184
1172;19.763878;0.000000;0.000545;0.164502;1.021277;-0.431820;202.017365;306.223083;202.493301;290.403137;200.939392;353.188110;200.754593;337.128174;203.341873;292.375183;202.974365;341.161591;205.091949;298.313110;199.093094;298.313110;203.954224;345.158142;197.639923;345.158142;255.000000;301.007782;255.000000;338.075500;261.626740;319.116364;249.503220;318.832977;196.869461;306.233398;191.155701;290.480377;188.390457;352.934814;189.530045;336.873596;237.402573;321.580963
1250;19.802994;0.000000;0.007737;0.150944;1.021277;-0.544689;201.989990;305.962860;202.534363;290.162933;200.872498;352.983307;200.697983;336.904419;203.382935;292.130859;202.919006;340.954712;205.064178;298.062897;199.134155;298.062897;203.896835;344.943848;197.680984;344.943848;255.000000;300.903931;255.000000;337.947571;261.514069;319.025238;249.366272;318.712799;196.849838;305.990082;191.181137;290.329498;188.312927;352.816437;189.470642;336.719971;237.341614;321.432007
1313;19.802193;0.000000;0.007084;0.156305;1.021277;-0.543208;201.986221;305.960815;202.528549;290.161224;200.866928;352.982452;200.693039;336.903137;203.376373;292.128754;202.913696;340.953705;205.059799;298.061035;199.129852;298.061035;203.891510;344.942810;197.674850;344.942810;255.000000;300.903931;255.000000;337.947571;261.514069;319.025238;249.366272;318.712799;196.846039;305.987976;191.176239;290.327362;188.305008;352.813904;189.463638;336.716309;237.341614;321.432007
1391;19.784534;0.000000;0.007032;0.160677;1.021277;-0.601083;201.934723;305.831604;202.490616;290.064331;200.771896;352.883514;200.615036;336.790039;203.336487;292.030914;202.824524;340.854614;205.013901;297.947968;199.091080;297.947968;203.796860;344.836792;197.577408;344.836792;255.000000;300.885773;255.000000;337.895050;261.497284;319.014740;249.305817;318.641602;196.800919;305.849579;191.155273;290.238831;188.202621;352.715546;189.381760;336.587830;237.266327;321.321442
1469;19.764126;0.000000;0.006729;0.163810;1.021277;-0.666869;201.919724;305.813660;202.511826;290.032654;200.736816;352.843262;200.585144;336.758362;203.357697;292.014648;202.790024;340.810638;205.035110;297.923157;199.080139;297.923157;203.818069;344.800812;197.544815;344.800812;255.000000;300.877686;255.000000;337.872223;261.488983;319.001312;249.286316;318.622803;196.780182;305.820068;191.141159;290.206726;188.199890;352.665375;189.377487;336.506439;237.272827;321.319122
