output_20110310_173204.txt
110310_173205;484;0.083333;0.333333;3.000000;484;1635536;-6.077446;0.000000;0.064755;0.007442;0.900000;-2.136151;38.059910;159.656906;38.061920;139.772385;37.052715;189.793991;37.061073;169.729904;36.060814;152.767868;35.053890;179.776733;42.061951;149.714645;34.060566;149.714645;42.064728;179.761948;32.055527;179.761948;77.000000;151.879990;77.000000;174.872406;82.037224;162.861572;73.051163;162.859528;24.058727;159.790054;23.079542;139.786697;25.070269;189.805145;23.070257;169.805573;63.045387;164.826324;0.083333;0.333333;3.000000
110310_173205;858;0.416667;0.666667;3.000000;858;1635536;-5.971493;0.000000;0.065462;-0.004787;0.900000;-2.083254;38.058975;160.149719;37.996593;140.042221;37.047443;190.048111;37.075726;170.318268;36.027451;153.117203;35.044846;180.143616;41.990696;150.095978;34.013615;150.095978;42.057953;180.183197;32.045216;180.183197;77.000000;151.956085;77.000000;174.977661;82.025238;162.959396;73.056763;162.995102;24.095388;160.160431;23.027939;140.064957;25.228821;190.070755;23.172970;170.229477;63.079865;165.101059;0.416667;0.666667;3.000000
110310_173206;1295;0.750000;1.000000;3.000000;1295;1635536;-10.069233;0.000000;0.072878;-0.031896;0.833333;-3.424732;36.634560;162.539825;36.528324;142.107193;36.128788;192.046799;35.810871;172.906158;35.517033;157.336899;34.008526;182.556976;40.455254;152.323517;32.487694;152.323517;40.983917;182.476471;31.023951;182.476471;76.000000;153.007172;76.000000;176.359604;81.091339;164.067764;72.062424;164.291153;22.813440;162.511246;21.591301;142.206314;24.399973;192.152573;22.003174;173.204010;62.167942;167.086075;0.750000;1.000000;3.000000
110310_173206;1700;1.083333;1.333333;3.000000;1700;1635536;-10.117093;0.000000;0.097241;-0.223492;0.833333;0.909217;36.363083;169.325485;36.903465;147.348572;36.482689;198.237427;35.520493;179.816803;33.892174;163.913345;34.293530;189.216278;40.830395;158.337036;32.862835;158.337036;41.359058;189.027115;31.399092;189.027115;76.000000;155.824020;76.000000;179.493591;80.605202;167.110199;71.578697;167.916840;21.939167;170.085052;20.250820;148.215500;25.532921;198.976669;22.056976;181.256241;61.948887;171.717697;1.083333;1.333333;3.000000
110310_173206;1966;1.416667;1.666667;3.000000;1966;1635536;-14.325509;0.000000;0.173631;-0.489220;0.833333;3.578578;32.646946;177.498001;32.871861;154.273758;35.390537;205.107056;32.582615;187.735870;29.962822;173.022980;31.552843;198.460251;36.875111;165.885880;28.885653;165.885880;39.641861;196.421463;29.633293;196.421463;72.000000;160.623184;72.000000;184.008850;77.416527;171.803619;68.257011;172.990448;18.545282;179.086060;16.839130;156.358032;23.702122;206.142624;19.245075;189.008408;58.579453;177.737717;1.416667;1.666667;3.000000
110310_173207;2387;1.750000;2.000000;2.000000;2387;1635536;0.000000;0.000000;0.169825;-0.812098;0.933333;9.451157;31.692139;186.323303;32.656452;162.223618;35.338554;212.653549;31.915915;196.230576;27.768665;181.792160;32.500343;210.231079;36.668217;174.273468;28.669439;174.273468;39.592205;204.442062;29.563129;204.442062;71.000000;165.240723;71.000000;188.698074;76.023445;176.588120;67.085526;178.272003;17.492828;188.967743;15.370531;165.505951;24.286304;214.190674;18.627958;197.635666;57.511105;184.500809;1.750000;2.000000;2.000000
110310_173207;2792;2.083333;2.333333;2.000000;2792;1635536;0.000000;0.000000;0.128006;-1.107743;0.966667;15.114075;32.011055;194.094528;31.911797;168.973755;34.593899;219.212372;32.851700;203.866714;27.024008;190.350113;34.755688;218.992249;35.923561;181.534134;27.924782;181.534134;38.847549;211.539536;29.360283;211.539536;71.000000;168.364166;71.000000;193.385315;75.588501;179.989548;67.026718;182.209030;17.764965;197.293137;15.301727;172.933334;26.206240;221.214325;19.232975;205.388611;58.018414;190.842651;2.083333;2.333333;2.000000
110310_173208;3198;2.416667;2.666667;2.000000;3198;1635536;0.000000;0.000000;0.030017;-1.265816;1.266667;14.809340;31.709846;188.449860;31.939608;164.008896;33.783985;213.427933;32.016918;198.187286;27.002701;184.885468;36.918880;222.411850;35.929947;176.229370;28.076452;176.229370;38.095192;205.807617;28.650375;205.807617;74.000000;166.751297;74.000000;190.494659;81.869629;192.269791;66.676552;179.897797;17.673800;191.247375;15.639984;167.231522;24.243872;215.036026;18.734863;199.312943;57.077866;186.891174;2.416667;2.666667;2.000000
110310_173208;3619;2.750000;3.000000;2.000000;3619;1635536;0.000000;0.000000;-0.006581;-1.292225;1.266667;10.421640;33.901958;187.278183;33.605774;162.967743;35.768322;212.817856;34.242203;197.096542;30.879482;183.787827;37.874210;221.837921;37.673141;175.122955;29.840794;175.122955;40.149490;204.957199;30.718201;204.957199;76.000000;165.830933;76.000000;189.614975;83.825363;191.410858;68.364731;179.009644;19.796871;189.961212;17.368301;166.116028;26.366764;214.866455;20.945045;198.613480;59.457050;185.440826;2.750000;3.000000;2.000000
110310_173208;3900;3.083333;3.333333;2.000000;3900;1635536;0.000000;0.000000;0.035920;-1.135354;1.333333;2.902522;35.162846;179.094223;32.481140;155.854446;34.643688;206.163300;35.108837;188.991837;32.754848;174.819214;34.807995;215.334229;36.548508;167.474335;28.716162;167.474335;39.024857;197.577576;29.593569;197.577576;77.000000;162.028641;77.000000;185.776306;85.122803;187.843750;69.984131;174.448151;21.237267;181.039734;19.288723;158.227219;26.184153;207.887711;21.896559;190.273438;60.841263;179.125076;3.083333;3.333333;2.000000
