0, Level_Start 
0 ,020
454 ,430
579 ,230
1297 ,431
1547 ,030
2204 ,031
2250 ,330
2454 ,030
2532 ,20
2704 ,331
2797 ,031
2922 ,030
3250 ,031
3329 ,430
3672 ,030
3797 ,431
3844 ,330
4000 ,331
4047 ,430
4250 ,031
4375 ,030
4969 ,431
5000 ,031
5422 ,430
5750 ,431
5954 ,030
6500 ,431
6547 ,330
6641 ,211
6844 ,331
6875 ,430
7079 ,031
7375 ,030
7469 ,431
7797 ,430
7922 ,211
8047 ,431
8079 ,330
8297 ,331
8329 ,430
8375 ,031
8579 ,030
9079 ,431
9219 ,330
9250 ,031
9422 ,331
9454 ,430
9579 ,030
9907 ,431
10079 ,030
10204 ,430
10375 ,031
10829 ,030
10922 ,431
10954 ,330
11329 ,031
11375 ,331
11422 ,430
11454 ,030
11500 ,00
11579 ,00
11875 ,431
11922 ,330
12079 ,331
12204 ,031
12375 ,030
12704 ,330
13047 ,031
13125 ,331
13172 ,430
13375 ,030
13922 ,011
14047 ,431
14422 ,031
15172 ,330
15250 ,331
15297 ,430
15704 ,030
16329 ,431
16422 ,031
16500 ,030
16704 ,430
17000 ,031
17079 ,030
17750 ,031
17797 ,030
18375 ,031
18500 ,030
19172 ,031
19344 ,511
19500 ,431
19547 ,330
19829 ,331
20079 ,030
20750 ,031
21250 ,330
21500 ,331
21532 ,430
21875 ,431
22047 ,330
22422 ,331
22454 ,430
22547 ,030
22625 ,221
22672 ,231
23000 ,031
23172 ,431
23250 ,230
23579 ,430
23750 ,030
23907 ,431
23969 ,430
24250 ,031
24454 ,030
25094 ,231
, -19
25094, Level_End 
