0, Level_Start 
0 ,020
594 ,430
719 ,230
1438 ,431
1594 ,030
1766 ,430
2094 ,031
2516 ,431
4266 ,030
4516 ,430
4672 ,031
4766 ,030
5344 ,431
5469 ,031
5985 ,330
6094 ,331
6594 ,030
7344 ,031
7360 ,231
, 19
7360, Level_End 
0, Level_Start 
10156 ,020
10813 ,230
10844 ,430
11594 ,030
11844 ,430
12141 ,031
12266 ,431
13438 ,030
13969 ,031
14031 ,330
14266 ,331
14297 ,430
14344 ,030
14672 ,431
14719 ,330
14922 ,331
14969 ,430
15188 ,111
15297 ,431
15344 ,330
15641 ,331
15672 ,430
16266 ,431
16297 ,330
16344 ,331
17391 ,030
17438 ,00
17469 ,20
17719 ,031
17844 ,030
17922 ,30
18141 ,330
18172 ,031
18547 ,331
18594 ,430
19016 ,231
19094 ,221
19141 ,221
19266 ,120
19391 ,230
20047 ,00
20344 ,431
20438 ,030
20672 ,431
20719 ,330
20797 ,331
20844 ,430
21063 ,431
21094 ,430
21641 ,431
21672 ,030
21844 ,430
22172 ,031
22219 ,431
22266 ,330
22594 ,331
22813 ,430
23188 ,030
23844 ,031
24641 ,431
24688 ,030
24891 ,430
25188 ,031
25313 ,030
25969 ,031
26141 ,030
26766 ,031
26813 ,030
27563 ,031
27641 ,030
27938 ,231
, -19
27938, Level_End 
